query_id,query_text,language,disease_entity,icd10_code,molecule_entity,atc_code,drug_class_entity,atc_class,therapeutic_area,age_group,pregnancy_status,year,recency_flag,dose_context_flag,route,renal_function_group,hepatic_impairment_flag,comparison_flag,negation_flag,prior_treatment_failure_flag,intent,intent_top_level,intent_subtype,rule_intent_signal,prototype_intent_signal,cluster_intent_signal,signal_plurality_intent,signal_agreement,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes
Q266,monitoring terapi Artemether-lumefantrine pada Typhoid Fever,ID,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge)."
Q267,Adalimumab side effect pada pasien Gout apa saja,MIXED,Gout,M10,Adalimumab,L04AB04,TNF inhibitors,L04AB,Rheumatology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q268,Beta blockers non-selective mechanism of action in Hypertension in Pregnancy,EN,Hypertension in Pregnancy,O10,Labetalol,C07AG01,Beta blockers non-selective,C07AG,Obstetrics,,pregnant,,False,False,,,False,False,False,False,Mechanism / Background Knowledge,New dataset-specific class,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).
Q269,Sertraline efficacy pada Major Depressive Disorder clinical outcome data,MIXED,Major Depressive Disorder,F32,Sertraline,N06AB06,SSRIs,N06AB,Psychiatry,,,,False,False,,,False,False,False,False,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).
Q270,Bedaquiline pada pasien elderly MDR Tuberculosis apa perlu adjustment,MIXED,MDR Tuberculosis,A15.0,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,elderly,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q271,switch dari Alteplase ke Aspirin Ischaemic Stroke progresif,MIXED,Ischaemic Stroke,I63,Alteplase; Aspirin,B01AD02; B01AC06,Thrombolytics; Platelet aggregation inhibitors,B01AD; B01AC,Neurology,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q272,CNS stimulants role in Breast Cancer HER2-positive pathophysiology,EN,Breast Cancer HER2-positive,C50,Methylphenidate,N06BA04,CNS stimulants,N06BA,Oncology,,,,False,False,,,False,False,False,False,Mechanism / Background Knowledge,New dataset-specific class,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,high,three_signal_consensus,False,not_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).
Q273,Calcium channel blockers terbaru untuk Acute Coronary Syndrome 2025,MIXED,Acute Coronary Syndrome,I24,Amlodipine,C08CA01,Calcium channel blockers,C08CA,Cardiology,,,2025.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge)."
Q274,resistensi Alendronate pada Osteoporosis alternatif Alendronate,ID,Osteoporosis,M81,Alendronate; Alendronate,M05BA04; M05BA04,Bisphosphonates; Bisphosphonates,M05BA; M05BA,Rheumatology,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q275,obat MDR Tuberculosis lini pertama Antituberculotics,ID,MDR Tuberculosis,A15.0,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).
Q276,monitoring parameters Atorvastatin in Acute Coronary Syndrome,EN,Acute Coronary Syndrome,I24,Atorvastatin,C10AA05,Statins,C10AA,Cardiology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge)."
Q277,Amoxicillin hepatic impairment dose in HIV/AIDS,EN,HIV/AIDS,B20,Amoxicillin,J01CA04,Penicillins,J01CA,Infectious Disease,,,,False,True,,,True,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q278,add on Furosemide setelah Furosemide gagal Nephrotic Syndrome,MIXED,Nephrotic Syndrome,N04,Furosemide; Furosemide,C03CA01; C03CA01,Loop diuretics; Loop diuretics,C03CA; C03CA,Nephrology,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q279,prophylaxis MDR Tuberculosis Bedaquiline kapan bisa dihentikan,MIXED,MDR Tuberculosis,A15.0,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q280,algoritma terapi Malaria step up,ID,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,unanimous,high,three_signal_consensus,False,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: unanimous (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Management / Treatment Selection).
Q281,NRTIs combination mechanism of action in Urinary Tract Infection,EN,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Mechanism / Background Knowledge,New dataset-specific class,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,high,three_signal_consensus,False,not_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).
Q282,Vasopressin analogues kontraindikasi pada Diabetes Insipidus dengan hypertension,ID,Diabetes Insipidus,E23.2,Desmopressin,H01BA02,Vasopressin analogues,H01BA,Endocrinology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Dosing / Administration,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration)."
Q283,monitoring Centrally acting antihypertensives pada Hypertension in Pregnancy parameter apa,MIXED,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics,,pregnant,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge)."
Q284,Proton pump inhibitors adverse effects monitoring in Peptic Ulcer Disease,EN,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Monitoring / Response / Risk Assessment,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q285,Olanzapine vs Lithium in Bipolar Disorder patients,EN,Bipolar Disorder,F31,Olanzapine; Lithium,N05AH03; N05AN01,Atypical antipsychotics; Mood stabilisers,N05AH; N05AN,Psychiatry,,,,False,False,,,False,True,False,False,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,high,three_signal_consensus,False,not_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).
Q286,prophylaxis Urinary Tract Infection Tenofovir+Lamivudine kapan bisa dihentikan,MIXED,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q287,panduan klinis Epilepsy terbaru,ID,Epilepsy,G40,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,,,,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q288,apakah Trastuzumab aman untuk Non-Small Cell Lung Cancer dengan hypertension,ID,Non-Small Cell Lung Cancer,C34,Trastuzumab,L01FD01,HER2-targeted agents,L01FD,Oncology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Dosing / Administration,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration)."
Q289,Apixaban pada ibu hamil dengan Deep Vein Thrombosis,ID,Deep Vein Thrombosis,I82,Apixaban,B01AF02,Factor Xa inhibitors,B01AF,Haematology,,pregnant,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,unanimous,high,three_signal_consensus,False,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: unanimous (rule=Safety / Contraindication; prototype=Safety / Contraindication; cluster=Safety / Contraindication)."
Q290,monitoring NRTIs combination pada Urinary Tract Infection parameter apa,MIXED,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge)."
Q291,Peptic Ulcer Disease dengan hypertension pilihan terapi,ID,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Dosing / Administration,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Dosing / Administration).
Q292,Amoxicillin vs Amoxicillin efficacy in HIV/AIDS,EN,HIV/AIDS,B20,Amoxicillin; Amoxicillin,J01CA04; J01CA04,Penicillins; Penicillins,J01CA; J01CA,Infectious Disease,,,,False,False,,,False,True,False,False,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,medium,model_assisted_schema_review,True,pilot_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.
Q293,resistensi Prednisolone pada Asthma alternatif Azithromycin,ID,Asthma,J45,Prednisolone; Azithromycin,H02AB06; J01FA10,Corticosteroids; Macrolides,H02AB; J01FA,Pulmonology,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q294,dosis titrasi Levothyroxine Hyperthyroidism toleransi pasien,MIXED,Hyperthyroidism,E05,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q295,switch from Sertraline to Venlafaxine in Major Depressive Disorder,EN,Major Depressive Disorder,F32,Sertraline; Venlafaxine,N06AB06; N06AX16,SSRIs; SNRIs,N06AB; N06AX,Psychiatry,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q296,resistensi Bedaquiline pada Tuberculosis alternatif Rifampicin,ID,Tuberculosis,A15,Bedaquiline; Rifampicin,J04AK05; J04AB02,Antituberculotics; Antituberculotics,J04AK; J04AB,Pulmonology,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q297,Colorectal Cancer with COPD first line drug,EN,Colorectal Cancer,C18,Pembrolizumab,L01FF02,PD-1 inhibitors,L01FF,Oncology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Safety / Contraindication,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Safety / Contraindication).
Q298,penggantian Apixaban ke Rivaroxaban pada Deep Vein Thrombosis,ID,Deep Vein Thrombosis,I82,Apixaban; Rivaroxaban,B01AF02; B01AF01,Factor Xa inhibitors; Factor Xa inhibitors,B01AF; B01AF,Haematology,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q299,Zinc hepatic impairment dose in Stunting / Malnutrition,EN,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics,,,,False,True,,,True,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q300,dosis Apixaban pada Community-acquired Pneumonia pasien CKD aman tidak,MIXED,Community-acquired Pneumonia,J18,Apixaban,B01AF02,Factor Xa inhibitors,B01AF,Pulmonology,,,,False,True,,,False,False,True,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Dosing / Administration,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Dosing / Administration; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q301,monitoring parameters Topiramate in Epilepsy,EN,Epilepsy,G40,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge)."
Q302,dosis titrasi Topiramate Migraine toleransi pasien,MIXED,Migraine,G43,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q303,Parkinson Disease treatment algorithm Dopaminergic agents first line,EN,Parkinson Disease,G20,Levodopa-carbidopa,N04BA02,Dopaminergic agents,N04BA,Neurology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).
Q304,target Major Depressive Disorder sudah tercapai kapan maintenance Venlafaxine,MIXED,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q305,when to start Diazepam in Febrile Seizure,EN,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).
Q306,Tenofovir+Lamivudine combination therapy Urinary Tract Infection,EN,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Interaction / Combination,Pharmacotherapy,Interaction / Combination,Interaction / Combination,Interaction / Combination,Comparative Treatment Choice,Interaction / Combination,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,co-administration or interaction overrides general safety Three-signal status: two_signal_including_rule (rule=Interaction / Combination; prototype=Interaction / Combination; cluster=Comparative Treatment Choice).
Q307,Fluoroquinolones in pregnancy and HIV/AIDS,EN,HIV/AIDS,B20,Levofloxacin,J01MA12,Fluoroquinolones,J01MA,Infectious Disease,,pregnant,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,unanimous,high,three_signal_consensus,False,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: unanimous (rule=Safety / Contraindication; prototype=Safety / Contraindication; cluster=Safety / Contraindication)."
Q308,MDR Tuberculosis dengan CKD pilihan drug terbaik,MIXED,MDR Tuberculosis,A15.0,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Safety / Contraindication,,three_way_disagreement,low,model_assisted_schema_review,True,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).
Q309,Bedaquiline long term outcomes MDR Tuberculosis,EN,MDR Tuberculosis,A15.0,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,,False,False,,,False,False,False,False,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).
