side,record_id,language,text,entities,extracted_context,proxies,publication_year,risk_flags,duplicate_terms,unsupported_molecule_count,title_year_disagrees
query,Q453,MIXED,Topiramate pada pasien elderly Migraine apa perlu adjustment,"{""disease_entity"": ""Migraine"", ""molecule_entity"": ""Topiramate"", ""drug_class_entity"": ""Antiepileptics other"", ""therapeutic_area"": ""Neurology""}","{""age_group"": ""elderly"", ""dose_context_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q454,MIXED,switch dari Meropenem ke Vancomycin Sepsis progresif,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Meropenem; Vancomycin"", ""drug_class_entity"": ""Carbapenems; Glycopeptides"", ""therapeutic_area"": ""Critical Care""}",{},,,,0,0,False
query,Q455,ID,obat Typhoid Fever lini pertama Antimalarials,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}",{},,,molecule_without_literal_support,0,1,False
query,Q456,MIXED,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}","{""year"": 2023, ""recency_flag"": true}",,,,0,0,False
query,Q457,EN,is Nivolumab safe in Non-Small Cell Lung Cancer with atrial fibrillation,"{""disease_entity"": ""Non-Small Cell Lung Cancer"", ""molecule_entity"": ""Nivolumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,,,0,0,False
query,Q458,EN,NRTIs mechanism of action in Malaria,"{""disease_entity"": ""Malaria"", ""molecule_entity"": ""Tenofovir disoproxil"", ""drug_class_entity"": ""NRTIs"", ""therapeutic_area"": ""Infectious Disease""}",{},,,molecule_without_literal_support,0,1,False
query,Q459,MIXED,prophylaxis Gout Adalimumab kapan bisa dihentikan,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,,,0,0,False
query,Q460,EN,Sepsis guideline update terbaru summary,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Meropenem"", ""drug_class_entity"": ""Carbapenems"", ""therapeutic_area"": ""Critical Care""}","{""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q461,EN,is Semaglutide safe in Type 2 Diabetes Mellitus with COPD,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Semaglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}",{},,,,0,0,False
query,Q462,EN,Aspirin combination therapy Ischaemic Stroke,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Aspirin"", ""drug_class_entity"": ""Platelet aggregation inhibitors"", ""therapeutic_area"": ""Neurology""}",{},,,,0,0,False
query,Q463,EN,Tuberculosis with renal impairment first line drug,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Rifampicin"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}","{""renal_function_group"": ""renal_impairment""}",,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q464,MIXED,kontraindikasi Semaglutide pada Obesity dengan diabetes,"{""disease_entity"": ""Obesity"", ""molecule_entity"": ""Semaglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}",{},,,population_or_comorbidity,0,0,False
query,Q465,EN,Hypertension prophylaxis Ramipril indication,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Ramipril"", ""drug_class_entity"": ""ACE inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q466,ID,panduan klinis Major Depressive Disorder terbaru,"{""disease_entity"": ""Major Depressive Disorder"", ""molecule_entity"": ""Sertraline"", ""drug_class_entity"": ""SSRIs"", ""therapeutic_area"": ""Psychiatry""}","{""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q467,MIXED,Artemether-lumefantrine side effect pada pasien Typhoid Fever apa saja,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}",{},,,,0,0,False
query,Q468,EN,Systemic Lupus Erythematosus prophylaxis Methotrexate indication,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Methotrexate"", ""drug_class_entity"": ""Antimetabolites"", ""therapeutic_area"": ""Rheumatology""}",{},,,,0,0,False
query,Q469,MIXED,indikasi Bedaquiline pada MDR Tuberculosis guideline terbaru,"{""disease_entity"": ""MDR Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}","{""recency_flag"": true}",,,,0,0,False
query,Q470,ID,HIV/AIDS pada anak dosis Amoxicillin,"{""disease_entity"": ""HIV/AIDS"", ""molecule_entity"": ""Amoxicillin"", ""drug_class_entity"": ""Penicillins"", ""therapeutic_area"": ""Infectious Disease""}","{""age_group"": ""pediatric"", ""dose_context_flag"": true}",,,population_or_comorbidity,0,0,False
query,Q471,ID,monitoring terapi Venlafaxine pada Major Depressive Disorder,"{""disease_entity"": ""Major Depressive Disorder"", ""molecule_entity"": ""Venlafaxine"", ""drug_class_entity"": ""SNRIs"", ""therapeutic_area"": ""Psychiatry""}",{},,,,0,0,False
query,Q472,MIXED,ARBs mechanism untuk Hypertension bagaimana cara kerjanya,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Cardiology""}",{},,,molecule_without_literal_support,0,1,False
query,Q473,MIXED,Tenofovir+Lamivudine efficacy pada Urinary Tract Infection clinical outcome data,"{""disease_entity"": ""Urinary Tract Infection"", ""molecule_entity"": ""Tenofovir+Lamivudine"", ""drug_class_entity"": ""NRTIs combination"", ""therapeutic_area"": ""Infectious Disease""}",{},,,,0,0,False
query,Q474,MIXED,Antituberculotics mechanism untuk Tuberculosis bagaimana cara kerjanya,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Rifampicin"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,molecule_without_literal_support,0,1,False
query,Q475,ID,Vitamin K antagonists kontraindikasi pada Deep Vein Thrombosis dengan heart failure,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin"", ""drug_class_entity"": ""Vitamin K antagonists"", ""therapeutic_area"": ""Haematology""}",{},,,molecule_without_literal_support,0,1,False
query,Q476,ID,Bortezomib vs Prednisolone untuk Rheumatoid Arthritis,"{""disease_entity"": ""Rheumatoid Arthritis"", ""molecule_entity"": ""Bortezomib; Prednisolone"", ""drug_class_entity"": ""Proteasome inhibitors; Corticosteroids"", ""therapeutic_area"": ""Rheumatology""}","{""comparison_flag"": true}",,,comparison,0,0,False
query,Q477,EN,Losartan long term outcomes Heart Failure,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q478,MIXED,kontraindikasi Bedaquiline pada Tuberculosis dengan immunocompromised,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,population_or_comorbidity,0,0,False
query,Q479,EN,BCR-ABL inhibitors in pregnancy and Chronic Myeloid Leukaemia,"{""disease_entity"": ""Chronic Myeloid Leukaemia"", ""molecule_entity"": ""Imatinib"", ""drug_class_entity"": ""BCR-ABL inhibitors"", ""therapeutic_area"": ""Oncology""}","{""pregnancy_status"": ""pregnant""}",,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q480,EN,Venlafaxine dosing in Major Depressive Disorder with atrial fibrillation,"{""disease_entity"": ""Major Depressive Disorder"", ""molecule_entity"": ""Venlafaxine"", ""drug_class_entity"": ""SNRIs"", ""therapeutic_area"": ""Psychiatry""}","{""dose_context_flag"": true}",,,,0,0,False
query,Q481,EN,Metoprolol long term outcomes Stable Angina,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Metoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q482,EN,Lansoprazole long term outcomes Peptic Ulcer Disease,"{""disease_entity"": ""Peptic Ulcer Disease"", ""molecule_entity"": ""Lansoprazole"", ""drug_class_entity"": ""Proton pump inhibitors"", ""therapeutic_area"": ""Gastroenterology""}",{},,,,0,0,False
query,Q483,MIXED,Hypertension dengan pregnancy pilihan drug terbaik,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Amlodipine"", ""drug_class_entity"": ""Calcium channel blockers"", ""therapeutic_area"": ""Cardiology""}","{""pregnancy_status"": ""pregnant""}",,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q484,EN,titration protocol Bedaquiline in Tuberculosis,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q485,EN,Lansoprazole resistance in Peptic Ulcer Disease alternative therapy,"{""disease_entity"": ""Peptic Ulcer Disease"", ""molecule_entity"": ""Lansoprazole"", ""drug_class_entity"": ""Proton pump inhibitors"", ""therapeutic_area"": ""Gastroenterology""}","{""prior_treatment_failure_flag"": true}",,,,0,0,False
query,Q486,EN,switch from Alteplase to Alteplase in Ischaemic Stroke,"{""disease_entity"": ""Ischaemic Stroke"", ""molecule_entity"": ""Alteplase; Alteplase"", ""drug_class_entity"": ""Thrombolytics; Thrombolytics"", ""therapeutic_area"": ""Neurology""}",{},,,duplicate_metadata,2,0,False
query,Q487,MIXED,Centrally acting antihypertensives terbaru untuk Hypertension in Pregnancy 2025,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Methyldopa"", ""drug_class_entity"": ""Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant"", ""year"": 2025, ""recency_flag"": true}",,,molecule_without_literal_support;population_or_comorbidity,0,1,False
query,Q488,ID,Artemether-lumefantrine pada ibu hamil dengan Typhoid Fever,"{""disease_entity"": ""Typhoid Fever"", ""molecule_entity"": ""Artemether-lumefantrine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Infectious Disease""}","{""pregnancy_status"": ""pregnant""}",,,population_or_comorbidity,0,0,False
query,Q489,EN,switch from Bedaquiline to Bedaquiline in MDR Tuberculosis,"{""disease_entity"": ""MDR Tuberculosis"", ""molecule_entity"": ""Bedaquiline; Bedaquiline"", ""drug_class_entity"": ""Antituberculotics; Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,duplicate_metadata,2,0,False
query,Q490,ID,target terapi Hypothyroidism dengan Thyroid hormones,"{""disease_entity"": ""Hypothyroidism"", ""molecule_entity"": ""Levothyroxine"", ""drug_class_entity"": ""Thyroid hormones"", ""therapeutic_area"": ""Endocrinology""}",{},,,molecule_without_literal_support,0,1,False
query,Q491,EN,Empagliflozin long term outcomes Chronic Kidney Disease,"{""disease_entity"": ""Chronic Kidney Disease"", ""molecule_entity"": ""Empagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Nephrology""}",{},,,population_or_comorbidity,0,0,False
query,Q492,EN,titration protocol Alendronate in Osteoporosis,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate"", ""drug_class_entity"": ""Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}",{},,,,0,0,False
query,Q493,EN,monitoring parameters Isoniazid in Tuberculosis,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Isoniazid"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}",{},,,,0,0,False
query,Q494,MIXED,Corticosteroids terbaru untuk COPD terbaru,"{""disease_entity"": ""COPD"", ""molecule_entity"": ""Prednisolone"", ""drug_class_entity"": ""Corticosteroids"", ""therapeutic_area"": ""Pulmonology""}","{""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q495,EN,TNF inhibitors adverse effects monitoring in Systemic Lupus Erythematosus,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,,molecule_without_literal_support,0,1,False
query,Q496,MIXED,Insulin degludec side effect pada pasien Type 1 Diabetes Mellitus apa saja,"{""disease_entity"": ""Type 1 Diabetes Mellitus"", ""molecule_entity"": ""Insulin degludec"", ""drug_class_entity"": ""Basal insulins"", ""therapeutic_area"": ""Endocrinology""}",{},,,,0,0,False
query,Q497,EN,is Rosuvastatin safe in Acute Coronary Syndrome with diabetes,"{""disease_entity"": ""Acute Coronary Syndrome"", ""molecule_entity"": ""Rosuvastatin"", ""drug_class_entity"": ""Statins"", ""therapeutic_area"": ""Cardiology""}",{},,,,0,0,False
query,Q498,MIXED,monitoring Factor Xa inhibitors pada Deep Vein Thrombosis parameter apa,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}",{},,,molecule_without_literal_support,0,1,False
query,Q499,ID,ACE inhibitors kontraindikasi pada Hypertension dengan hepatic impairment,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Ramipril"", ""drug_class_entity"": ""ACE inhibitors"", ""therapeutic_area"": ""Cardiology""}","{""hepatic_impairment_flag"": true}",,,molecule_without_literal_support,0,1,False
query,Q500,MIXED,Antituberculotics terbaru untuk Tuberculosis 2025,"{""disease_entity"": ""Tuberculosis"", ""molecule_entity"": ""Bedaquiline"", ""drug_class_entity"": ""Antituberculotics"", ""therapeutic_area"": ""Pulmonology""}","{""year"": 2025, ""recency_flag"": true}",,,molecule_without_literal_support,0,1,False
content,C001,ID,Panduan Praktis: Memulai Levothyroxine pada Hypothyroidism,"{""disease_entity"": ""Hypothyroidism"", ""molecule_entity"": ""Levothyroxine; Levothyroxine"", ""drug_class_entity"": ""Thyroid hormones; Thyroid hormones"", ""therapeutic_area"": ""Endocrinology""}",{},,2021,duplicate_metadata,2,0,False
content,C002,MIXED,Clinical Practice Guideline: Type 1 Diabetes Mellitus Management 2023,"{""disease_entity"": ""Type 1 Diabetes Mellitus"", ""molecule_entity"": ""Insulin degludec"", ""drug_class_entity"": ""Basal insulins"", ""therapeutic_area"": ""Endocrinology""}","{""year"": 2023}",,2023,molecule_without_literal_support,0,1,False
content,C003,EN,A Case of Type 1 Diabetes Mellitus Resistant to Insulin degludec,"{""disease_entity"": ""Type 1 Diabetes Mellitus"", ""molecule_entity"": ""Insulin degludec"", ""drug_class_entity"": ""Basal insulins"", ""therapeutic_area"": ""Endocrinology""}","{""prior_treatment_failure_flag"": true}",,2021,,0,0,False
content,C004,EN,Successful Management of Severe Hypothyroidism with Levothyroxine,"{""disease_entity"": ""Hypothyroidism"", ""molecule_entity"": ""Levothyroxine"", ""drug_class_entity"": ""Thyroid hormones"", ""therapeutic_area"": ""Endocrinology""}",{},,2021,,0,0,False
content,C005,EN,Liraglutide in Type 2 Diabetes Mellitus: Real-World Outcomes,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Liraglutide; Semaglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists; GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}",{},,2022,molecule_without_literal_support;duplicate_metadata,1,1,False
content,C006,EN,"Methimazole: Pharmacology, Dosing, and Clinical Use in Hyperthyroidism","{""disease_entity"": ""Hyperthyroidism"", ""molecule_entity"": ""Methimazole"", ""drug_class_entity"": ""Antithyroid agents"", ""therapeutic_area"": ""Endocrinology""}","{""dose_context_flag"": true}",,2023,,0,0,False
content,C007,EN,Efficacy of Vasopressin analogues in Diabetes Insipidus: A Cohort Study,"{""disease_entity"": ""Diabetes Insipidus"", ""molecule_entity"": ""Desmopressin; Desmopressin"", ""drug_class_entity"": ""Vasopressin analogues; Vasopressin analogues"", ""therapeutic_area"": ""Endocrinology""}",{},,2020,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C008,EN,Treatment Intensification in Type 2 Diabetes Mellitus: When and How,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Sitagliptin"", ""drug_class_entity"": ""DPP-4 inhibitors"", ""therapeutic_area"": ""Endocrinology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C009,EN,Case Report: Atypical Presentation of Obesity,"{""disease_entity"": ""Obesity"", ""molecule_entity"": ""Liraglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}",{},,2021,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C010,ID,Dosis DPP-4 inhibitors pada Type 2 Diabetes Mellitus: Referensi Cepat,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Sitagliptin"", ""drug_class_entity"": ""DPP-4 inhibitors"", ""therapeutic_area"": ""Endocrinology""}","{""dose_context_flag"": true}",,2025,molecule_without_literal_support,0,1,False
content,C011,EN,National Guideline: Hypothyroidism Diagnosis and Treatment,"{""disease_entity"": ""Hypothyroidism"", ""molecule_entity"": ""Levothyroxine; Levothyroxine"", ""drug_class_entity"": ""Thyroid hormones; Thyroid hormones"", ""therapeutic_area"": ""Endocrinology""}",{},,2024,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C012,EN,Case Report: Atypical Presentation of Type 2 Diabetes Mellitus,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Insulin glargine; Empagliflozin"", ""drug_class_entity"": ""Basal insulins; SGLT2 inhibitors"", ""therapeutic_area"": ""Endocrinology""}",{},,2025,molecule_without_literal_support,0,2,False
content,C013,EN,Asia-Pacific Guideline: Type 1 Diabetes Mellitus in Primary Care 2023,"{""disease_entity"": ""Type 1 Diabetes Mellitus"", ""molecule_entity"": ""Metformin; Insulin degludec"", ""drug_class_entity"": ""Biguanides; Basal insulins"", ""therapeutic_area"": ""Endocrinology""}","{""year"": 2023}",,2023,molecule_without_literal_support,0,2,False
content,C014,EN,Practical Guide: Initiating Methimazole in Hyperthyroidism,"{""disease_entity"": ""Hyperthyroidism"", ""molecule_entity"": ""Methimazole"", ""drug_class_entity"": ""Antithyroid agents"", ""therapeutic_area"": ""Endocrinology""}",{},,2021,,0,0,False
content,C015,ID,Panduan Klinis: Tatalaksana Hyperthyroidism 2021,"{""disease_entity"": ""Hyperthyroidism"", ""molecule_entity"": ""Levothyroxine"", ""drug_class_entity"": ""Thyroid hormones"", ""therapeutic_area"": ""Endocrinology""}","{""year"": 2021}",,2021,molecule_without_literal_support,0,1,False
content,C016,MIXED,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment,"{""disease_entity"": ""Diabetes Insipidus"", ""molecule_entity"": ""Desmopressin"", ""drug_class_entity"": ""Vasopressin analogues"", ""therapeutic_area"": ""Endocrinology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,2024,population_or_comorbidity,0,0,False
content,C017,EN,Type 2 Diabetes Mellitus in Special Populations: Practical Guidance,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Insulin glargine"", ""drug_class_entity"": ""Basal insulins"", ""therapeutic_area"": ""Endocrinology""}",{},,2023,molecule_without_literal_support,0,1,False
content,C018,ID,Laporan Kasus: Type 2 Diabetes Mellitus dengan Presentasi Atipikal,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Insulin glargine"", ""drug_class_entity"": ""Basal insulins"", ""therapeutic_area"": ""Endocrinology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C019,EN,Asia-Pacific Guideline: Diabetes Insipidus in Primary Care 2021,"{""disease_entity"": ""Diabetes Insipidus"", ""molecule_entity"": ""Desmopressin"", ""drug_class_entity"": ""Vasopressin analogues"", ""therapeutic_area"": ""Endocrinology""}","{""year"": 2021}",,2021,molecule_without_literal_support,0,1,False
content,C020,EN,Clinical Practice Guideline: Type 2 Diabetes Mellitus Management 2021,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Insulin glargine"", ""drug_class_entity"": ""Basal insulins"", ""therapeutic_area"": ""Endocrinology""}","{""year"": 2021}",,2021,molecule_without_literal_support,0,1,False
content,C021,MIXED,Dose Adjustment of Insulin glargine in Renal and Hepatic Impairment,"{""disease_entity"": ""Type 2 Diabetes Mellitus"", ""molecule_entity"": ""Insulin glargine"", ""drug_class_entity"": ""Basal insulins"", ""therapeutic_area"": ""Endocrinology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,2022,population_or_comorbidity,0,0,False
content,C022,MIXED,Quick Reference: Vasopressin analogues Dosing in Diabetes Insipidus,"{""disease_entity"": ""Diabetes Insipidus"", ""molecule_entity"": ""Desmopressin"", ""drug_class_entity"": ""Vasopressin analogues"", ""therapeutic_area"": ""Endocrinology""}","{""dose_context_flag"": true}",,2024,molecule_without_literal_support,0,1,False
content,C023,ID,Hasil Jangka Panjang Terapi GLP-1 receptor agonists pada Obesity,"{""disease_entity"": ""Obesity"", ""molecule_entity"": ""Semaglutide"", ""drug_class_entity"": ""GLP-1 receptor agonists"", ""therapeutic_area"": ""Endocrinology""}",{},,2023,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C024,ID,Laporan Kasus: Acute Coronary Syndrome dengan Presentasi Atipikal,"{""disease_entity"": ""Acute Coronary Syndrome"", ""molecule_entity"": ""Ezetimibe; Amlodipine"", ""drug_class_entity"": ""Cholesterol absorption inhibitors; Calcium channel blockers"", ""therapeutic_area"": ""Cardiology""}",{},,2021,molecule_without_literal_support,0,2,False
content,C025,MIXED,Metoprolol versus Empagliflozin in Atrial Fibrillation: Head-to-Head Comparison,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Metoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}","{""comparison_flag"": true}",,2022,comparison,0,0,False
content,C026,ID,Profil Keamanan Rivaroxaban pada Atrial Fibrillation,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,2021,,0,0,False
content,C027,MIXED,National Guideline: Atrial Fibrillation Diagnosis and Treatment,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Apixaban; Dapagliflozin"", ""drug_class_entity"": ""Factor Xa inhibitors; SGLT2 inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,2023,molecule_without_literal_support,0,2,False
content,C028,MIXED,Practical Guide: Initiating Losartan in Hypertension,"{""disease_entity"": ""Hypertension"", ""molecule_entity"": ""Losartan; Amlodipine"", ""drug_class_entity"": ""ARBs; Calcium channel blockers"", ""therapeutic_area"": ""Cardiology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C029,ID,Profil Obat ARBs pada Heart Failure,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Losartan; Ramipril"", ""drug_class_entity"": ""ARBs; ACE inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},dose_from_drug_profile,2020,molecule_without_literal_support;context_type_proxy,0,2,False
content,C030,EN,Treatment Intensification in Atrial Fibrillation: When and How,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C031,EN,Clinical Practice Guideline: Heart Failure Management 2021,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Bisoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}","{""year"": 2021}",,2021,molecule_without_literal_support,0,1,False
content,C032,EN,Consensus Statement: SGLT2 inhibitors Use in Atrial Fibrillation,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Empagliflozin; Apixaban"", ""drug_class_entity"": ""SGLT2 inhibitors; Factor Xa inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,2024,molecule_without_literal_support,0,2,False
content,C033,MIXED,"Statins: Mechanism, Indications, and Safety","{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Atorvastatin"", ""drug_class_entity"": ""Statins"", ""therapeutic_area"": ""Cardiology""}",{},dose_from_drug_profile,2020,molecule_without_literal_support;context_type_proxy,0,1,False
content,C034,MIXED,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Spironolactone"", ""drug_class_entity"": ""Aldosterone antagonists"", ""therapeutic_area"": ""Cardiology""}",{},,2021,,0,0,False
content,C035,EN,Stable Angina in Special Populations: Practical Guidance,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Rosuvastatin"", ""drug_class_entity"": ""Statins"", ""therapeutic_area"": ""Cardiology""}",{},,2022,molecule_without_literal_support,0,1,False
content,C036,ID,Dosis Platelet aggregation inhibitors pada Stable Angina: Referensi Cepat,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Clopidogrel"", ""drug_class_entity"": ""Platelet aggregation inhibitors"", ""therapeutic_area"": ""Cardiology""}","{""dose_context_flag"": true}",,2020,molecule_without_literal_support,0,1,False
content,C037,EN,Atrial Fibrillation in Special Populations: Practical Guidance,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Dapagliflozin; Rivaroxaban"", ""drug_class_entity"": ""SGLT2 inhibitors; Factor Xa inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,2025,molecule_without_literal_support,0,2,False
content,C038,EN,Clinical Summary: Heart Failure Management Update 2024,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Losartan"", ""drug_class_entity"": ""ARBs"", ""therapeutic_area"": ""Cardiology""}","{""year"": 2024}",,2024,molecule_without_literal_support,0,1,False
content,C039,EN,Switching Therapy in Stable Angina: A Step-by-Step Guide,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Aspirin; Rosuvastatin"", ""drug_class_entity"": ""Platelet aggregation inhibitors; Statins"", ""therapeutic_area"": ""Cardiology""}",{},,2023,molecule_without_literal_support,0,2,False
content,C040,EN,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment,"{""disease_entity"": ""Stable Angina"", ""molecule_entity"": ""Atorvastatin"", ""drug_class_entity"": ""Statins"", ""therapeutic_area"": ""Cardiology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,2025,population_or_comorbidity,0,0,False
content,C041,ID,Laporan Kasus: Heart Failure dengan immunocompromised,"{""disease_entity"": ""Heart Failure"", ""molecule_entity"": ""Metoprolol"", ""drug_class_entity"": ""Beta blockers selective"", ""therapeutic_area"": ""Cardiology""}",{},,2022,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C042,EN,Atrial Fibrillation in Special Populations: Practical Guidance,"{""disease_entity"": ""Atrial Fibrillation"", ""molecule_entity"": ""Dapagliflozin"", ""drug_class_entity"": ""SGLT2 inhibitors"", ""therapeutic_area"": ""Cardiology""}",{},,2022,molecule_without_literal_support,0,1,False
