side,record_id,field,value,duplicate,evidence_source,evidence_span
query,Q448,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q449,disease_entity,Sepsis,False,text_and_metadata,Sepsis
query,Q449,molecule_entity,Piperacillin-tazobactam,False,metadata_without_literal_text_support,
query,Q449,drug_class_entity,Beta-lactam combinations,False,text_and_metadata,Beta-lactam combinations
query,Q449,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
query,Q450,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
query,Q450,molecule_entity,Liraglutide,False,text_and_metadata,Liraglutide
query,Q450,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
query,Q450,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q451,disease_entity,Colorectal Cancer,False,text_and_metadata,Colorectal Cancer
query,Q451,molecule_entity,Pembrolizumab,False,text_and_metadata,Pembrolizumab
query,Q451,drug_class_entity,PD-1 inhibitors,False,metadata_without_literal_text_support,
query,Q451,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q452,disease_entity,Rheumatoid Arthritis,False,text_and_metadata,Rheumatoid Arthritis
query,Q452,molecule_entity,Prednisolone,False,text_and_metadata,Prednisolone
query,Q452,drug_class_entity,Corticosteroids,False,metadata_without_literal_text_support,
query,Q452,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q453,disease_entity,Migraine,False,text_and_metadata,Migraine
query,Q453,molecule_entity,Topiramate,False,text_and_metadata,Topiramate
query,Q453,drug_class_entity,Antiepileptics other,False,metadata_without_literal_text_support,
query,Q453,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q454,disease_entity,Sepsis,False,text_and_metadata,Sepsis
query,Q454,molecule_entity,Meropenem,False,text_and_metadata,Meropenem
query,Q454,molecule_entity,Vancomycin,False,text_and_metadata,Vancomycin
query,Q454,drug_class_entity,Carbapenems,False,metadata_without_literal_text_support,
query,Q454,drug_class_entity,Glycopeptides,False,metadata_without_literal_text_support,
query,Q454,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
query,Q455,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q455,molecule_entity,Artemether-lumefantrine,False,metadata_without_literal_text_support,
query,Q455,drug_class_entity,Antimalarials,False,text_and_metadata,Antimalarials
query,Q455,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q456,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
query,Q456,molecule_entity,Zinc,False,text_and_metadata,Zinc
query,Q456,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
query,Q456,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
query,Q457,disease_entity,Non-Small Cell Lung Cancer,False,text_and_metadata,Non-Small Cell Lung Cancer
query,Q457,molecule_entity,Nivolumab,False,text_and_metadata,Nivolumab
query,Q457,drug_class_entity,PD-1 inhibitors,False,metadata_without_literal_text_support,
query,Q457,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q458,disease_entity,Malaria,False,text_and_metadata,Malaria
query,Q458,molecule_entity,Tenofovir disoproxil,False,metadata_without_literal_text_support,
query,Q458,drug_class_entity,NRTIs,False,text_and_metadata,NRTIs
query,Q458,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q459,disease_entity,Gout,False,text_and_metadata,Gout
query,Q459,molecule_entity,Adalimumab,False,text_and_metadata,Adalimumab
query,Q459,drug_class_entity,TNF inhibitors,False,metadata_without_literal_text_support,
query,Q459,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q460,disease_entity,Sepsis,False,text_and_metadata,Sepsis
query,Q460,molecule_entity,Meropenem,False,metadata_without_literal_text_support,
query,Q460,drug_class_entity,Carbapenems,False,metadata_without_literal_text_support,
query,Q460,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
query,Q461,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
query,Q461,molecule_entity,Semaglutide,False,text_and_metadata,Semaglutide
query,Q461,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
query,Q461,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q462,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q462,molecule_entity,Aspirin,False,text_and_metadata,Aspirin
query,Q462,drug_class_entity,Platelet aggregation inhibitors,False,metadata_without_literal_text_support,
query,Q462,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q463,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q463,molecule_entity,Rifampicin,False,metadata_without_literal_text_support,
query,Q463,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q463,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q464,disease_entity,Obesity,False,text_and_metadata,Obesity
query,Q464,molecule_entity,Semaglutide,False,text_and_metadata,Semaglutide
query,Q464,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
query,Q464,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q465,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q465,molecule_entity,Ramipril,False,text_and_metadata,Ramipril
query,Q465,drug_class_entity,ACE inhibitors,False,metadata_without_literal_text_support,
query,Q465,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q466,disease_entity,Major Depressive Disorder,False,text_and_metadata,Major Depressive Disorder
query,Q466,molecule_entity,Sertraline,False,metadata_without_literal_text_support,
query,Q466,drug_class_entity,SSRIs,False,metadata_without_literal_text_support,
query,Q466,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q467,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q467,molecule_entity,Artemether-lumefantrine,False,text_and_metadata,Artemether-lumefantrine
query,Q467,drug_class_entity,Antimalarials,False,metadata_without_literal_text_support,
query,Q467,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q468,disease_entity,Systemic Lupus Erythematosus,False,text_and_metadata,Systemic Lupus Erythematosus
query,Q468,molecule_entity,Methotrexate,False,text_and_metadata,Methotrexate
query,Q468,drug_class_entity,Antimetabolites,False,metadata_without_literal_text_support,
query,Q468,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q469,disease_entity,MDR Tuberculosis,False,text_and_metadata,MDR Tuberculosis
query,Q469,molecule_entity,Bedaquiline,False,text_and_metadata,Bedaquiline
query,Q469,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q469,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q470,disease_entity,HIV/AIDS,False,text_and_metadata,HIV/AIDS
query,Q470,molecule_entity,Amoxicillin,False,text_and_metadata,Amoxicillin
query,Q470,drug_class_entity,Penicillins,False,metadata_without_literal_text_support,
query,Q470,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q471,disease_entity,Major Depressive Disorder,False,text_and_metadata,Major Depressive Disorder
query,Q471,molecule_entity,Venlafaxine,False,text_and_metadata,Venlafaxine
query,Q471,drug_class_entity,SNRIs,False,metadata_without_literal_text_support,
query,Q471,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q472,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q472,molecule_entity,Losartan,False,metadata_without_literal_text_support,
query,Q472,drug_class_entity,ARBs,False,text_and_metadata,ARBs
query,Q472,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q473,disease_entity,Urinary Tract Infection,False,text_and_metadata,Urinary Tract Infection
query,Q473,molecule_entity,Tenofovir+Lamivudine,False,text_and_metadata,Tenofovir+Lamivudine
query,Q473,drug_class_entity,NRTIs combination,False,metadata_without_literal_text_support,
query,Q473,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q474,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q474,molecule_entity,Rifampicin,False,metadata_without_literal_text_support,
query,Q474,drug_class_entity,Antituberculotics,False,text_and_metadata,Antituberculotics
query,Q474,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q475,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
query,Q475,molecule_entity,Warfarin,False,metadata_without_literal_text_support,
query,Q475,drug_class_entity,Vitamin K antagonists,False,text_and_metadata,Vitamin K antagonists
query,Q475,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
query,Q476,disease_entity,Rheumatoid Arthritis,False,text_and_metadata,Rheumatoid Arthritis
query,Q476,molecule_entity,Bortezomib,False,text_and_metadata,Bortezomib
query,Q476,molecule_entity,Prednisolone,False,text_and_metadata,Prednisolone
query,Q476,drug_class_entity,Proteasome inhibitors,False,metadata_without_literal_text_support,
query,Q476,drug_class_entity,Corticosteroids,False,metadata_without_literal_text_support,
query,Q476,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q477,disease_entity,Heart Failure,False,text_and_metadata,Heart Failure
query,Q477,molecule_entity,Losartan,False,text_and_metadata,Losartan
query,Q477,drug_class_entity,ARBs,False,metadata_without_literal_text_support,
query,Q477,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q478,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q478,molecule_entity,Bedaquiline,False,text_and_metadata,Bedaquiline
query,Q478,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q478,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q479,disease_entity,Chronic Myeloid Leukaemia,False,text_and_metadata,Chronic Myeloid Leukaemia
query,Q479,molecule_entity,Imatinib,False,metadata_without_literal_text_support,
query,Q479,drug_class_entity,BCR-ABL inhibitors,False,text_and_metadata,BCR-ABL inhibitors
query,Q479,therapeutic_area,Oncology,False,metadata_without_literal_text_support,
query,Q480,disease_entity,Major Depressive Disorder,False,text_and_metadata,Major Depressive Disorder
query,Q480,molecule_entity,Venlafaxine,False,text_and_metadata,Venlafaxine
query,Q480,drug_class_entity,SNRIs,False,metadata_without_literal_text_support,
query,Q480,therapeutic_area,Psychiatry,False,metadata_without_literal_text_support,
query,Q481,disease_entity,Stable Angina,False,text_and_metadata,Stable Angina
query,Q481,molecule_entity,Metoprolol,False,text_and_metadata,Metoprolol
query,Q481,drug_class_entity,Beta blockers selective,False,metadata_without_literal_text_support,
query,Q481,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q482,disease_entity,Peptic Ulcer Disease,False,text_and_metadata,Peptic Ulcer Disease
query,Q482,molecule_entity,Lansoprazole,False,text_and_metadata,Lansoprazole
query,Q482,drug_class_entity,Proton pump inhibitors,False,metadata_without_literal_text_support,
query,Q482,therapeutic_area,Gastroenterology,False,metadata_without_literal_text_support,
query,Q483,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q483,molecule_entity,Amlodipine,False,metadata_without_literal_text_support,
query,Q483,drug_class_entity,Calcium channel blockers,False,metadata_without_literal_text_support,
query,Q483,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q484,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q484,molecule_entity,Bedaquiline,False,text_and_metadata,Bedaquiline
query,Q484,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q484,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q485,disease_entity,Peptic Ulcer Disease,False,text_and_metadata,Peptic Ulcer Disease
query,Q485,molecule_entity,Lansoprazole,False,text_and_metadata,Lansoprazole
query,Q485,drug_class_entity,Proton pump inhibitors,False,metadata_without_literal_text_support,
query,Q485,therapeutic_area,Gastroenterology,False,metadata_without_literal_text_support,
query,Q486,disease_entity,Ischaemic Stroke,False,text_and_metadata,Ischaemic Stroke
query,Q486,molecule_entity,Alteplase,False,text_and_metadata,Alteplase
query,Q486,molecule_entity,Alteplase,True,text_and_metadata,Alteplase
query,Q486,drug_class_entity,Thrombolytics,False,metadata_without_literal_text_support,
query,Q486,drug_class_entity,Thrombolytics,True,metadata_without_literal_text_support,
query,Q486,therapeutic_area,Neurology,False,metadata_without_literal_text_support,
query,Q487,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
query,Q487,molecule_entity,Methyldopa,False,metadata_without_literal_text_support,
query,Q487,drug_class_entity,Centrally acting antihypertensives,False,text_and_metadata,Centrally acting antihypertensives
query,Q487,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
query,Q488,disease_entity,Typhoid Fever,False,text_and_metadata,Typhoid Fever
query,Q488,molecule_entity,Artemether-lumefantrine,False,text_and_metadata,Artemether-lumefantrine
query,Q488,drug_class_entity,Antimalarials,False,metadata_without_literal_text_support,
query,Q488,therapeutic_area,Infectious Disease,False,metadata_without_literal_text_support,
query,Q489,disease_entity,MDR Tuberculosis,False,text_and_metadata,MDR Tuberculosis
query,Q489,molecule_entity,Bedaquiline,False,text_and_metadata,Bedaquiline
query,Q489,molecule_entity,Bedaquiline,True,text_and_metadata,Bedaquiline
query,Q489,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q489,drug_class_entity,Antituberculotics,True,metadata_without_literal_text_support,
query,Q489,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q490,disease_entity,Hypothyroidism,False,text_and_metadata,Hypothyroidism
query,Q490,molecule_entity,Levothyroxine,False,metadata_without_literal_text_support,
query,Q490,drug_class_entity,Thyroid hormones,False,text_and_metadata,Thyroid hormones
query,Q490,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q491,disease_entity,Chronic Kidney Disease,False,text_and_metadata,Chronic Kidney Disease
query,Q491,molecule_entity,Empagliflozin,False,text_and_metadata,Empagliflozin
query,Q491,drug_class_entity,SGLT2 inhibitors,False,metadata_without_literal_text_support,
query,Q491,therapeutic_area,Nephrology,False,metadata_without_literal_text_support,
query,Q492,disease_entity,Osteoporosis,False,text_and_metadata,Osteoporosis
query,Q492,molecule_entity,Alendronate,False,text_and_metadata,Alendronate
query,Q492,drug_class_entity,Bisphosphonates,False,metadata_without_literal_text_support,
query,Q492,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q493,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q493,molecule_entity,Isoniazid,False,text_and_metadata,Isoniazid
query,Q493,drug_class_entity,Antituberculotics,False,metadata_without_literal_text_support,
query,Q493,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q494,disease_entity,COPD,False,text_and_metadata,COPD
query,Q494,molecule_entity,Prednisolone,False,metadata_without_literal_text_support,
query,Q494,drug_class_entity,Corticosteroids,False,text_and_metadata,Corticosteroids
query,Q494,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
query,Q495,disease_entity,Systemic Lupus Erythematosus,False,text_and_metadata,Systemic Lupus Erythematosus
query,Q495,molecule_entity,Adalimumab,False,metadata_without_literal_text_support,
query,Q495,drug_class_entity,TNF inhibitors,False,text_and_metadata,TNF inhibitors
query,Q495,therapeutic_area,Rheumatology,False,metadata_without_literal_text_support,
query,Q496,disease_entity,Type 1 Diabetes Mellitus,False,text_and_metadata,Type 1 Diabetes Mellitus
query,Q496,molecule_entity,Insulin degludec,False,text_and_metadata,Insulin degludec
query,Q496,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
query,Q496,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
query,Q497,disease_entity,Acute Coronary Syndrome,False,text_and_metadata,Acute Coronary Syndrome
query,Q497,molecule_entity,Rosuvastatin,False,text_and_metadata,Rosuvastatin
query,Q497,drug_class_entity,Statins,False,metadata_without_literal_text_support,
query,Q497,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q498,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
query,Q498,molecule_entity,Rivaroxaban,False,metadata_without_literal_text_support,
query,Q498,drug_class_entity,Factor Xa inhibitors,False,text_and_metadata,Factor Xa inhibitors
query,Q498,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
query,Q499,disease_entity,Hypertension,False,text_and_metadata,Hypertension
query,Q499,molecule_entity,Ramipril,False,metadata_without_literal_text_support,
query,Q499,drug_class_entity,ACE inhibitors,False,text_and_metadata,ACE inhibitors
query,Q499,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
query,Q500,disease_entity,Tuberculosis,False,text_and_metadata,Tuberculosis
query,Q500,molecule_entity,Bedaquiline,False,metadata_without_literal_text_support,
query,Q500,drug_class_entity,Antituberculotics,False,text_and_metadata,Antituberculotics
query,Q500,therapeutic_area,Pulmonology,False,metadata_without_literal_text_support,
content,C001,disease_entity,Hypothyroidism,False,text_and_metadata,Hypothyroidism
content,C001,molecule_entity,Levothyroxine,False,text_and_metadata,Levothyroxine
content,C001,molecule_entity,Levothyroxine,True,text_and_metadata,Levothyroxine
content,C001,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
content,C001,drug_class_entity,Thyroid hormones,True,metadata_without_literal_text_support,
content,C001,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C002,disease_entity,Type 1 Diabetes Mellitus,False,text_and_metadata,Type 1 Diabetes Mellitus
content,C002,molecule_entity,Insulin degludec,False,metadata_without_literal_text_support,
content,C002,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C002,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C003,disease_entity,Type 1 Diabetes Mellitus,False,text_and_metadata,Type 1 Diabetes Mellitus
content,C003,molecule_entity,Insulin degludec,False,text_and_metadata,Insulin degludec
content,C003,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C003,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C004,disease_entity,Hypothyroidism,False,text_and_metadata,Hypothyroidism
content,C004,molecule_entity,Levothyroxine,False,text_and_metadata,Levothyroxine
content,C004,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
content,C004,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C005,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
content,C005,molecule_entity,Liraglutide,False,text_and_metadata,Liraglutide
content,C005,molecule_entity,Semaglutide,False,metadata_without_literal_text_support,
content,C005,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
content,C005,drug_class_entity,GLP-1 receptor agonists,True,metadata_without_literal_text_support,
content,C005,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C006,disease_entity,Hyperthyroidism,False,text_and_metadata,Hyperthyroidism
content,C006,molecule_entity,Methimazole,False,text_and_metadata,Methimazole
content,C006,drug_class_entity,Antithyroid agents,False,metadata_without_literal_text_support,
content,C006,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C007,disease_entity,Diabetes Insipidus,False,text_and_metadata,Diabetes Insipidus
content,C007,molecule_entity,Desmopressin,False,metadata_without_literal_text_support,
content,C007,molecule_entity,Desmopressin,True,metadata_without_literal_text_support,
content,C007,drug_class_entity,Vasopressin analogues,False,text_and_metadata,Vasopressin analogues
content,C007,drug_class_entity,Vasopressin analogues,True,text_and_metadata,Vasopressin analogues
content,C007,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C008,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
content,C008,molecule_entity,Sitagliptin,False,metadata_without_literal_text_support,
content,C008,drug_class_entity,DPP-4 inhibitors,False,metadata_without_literal_text_support,
content,C008,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C009,disease_entity,Obesity,False,text_and_metadata,Obesity
content,C009,molecule_entity,Liraglutide,False,metadata_without_literal_text_support,
content,C009,drug_class_entity,GLP-1 receptor agonists,False,metadata_without_literal_text_support,
content,C009,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C010,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
content,C010,molecule_entity,Sitagliptin,False,metadata_without_literal_text_support,
content,C010,drug_class_entity,DPP-4 inhibitors,False,text_and_metadata,DPP-4 inhibitors
content,C010,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C011,disease_entity,Hypothyroidism,False,text_and_metadata,Hypothyroidism
content,C011,molecule_entity,Levothyroxine,False,metadata_without_literal_text_support,
content,C011,molecule_entity,Levothyroxine,True,metadata_without_literal_text_support,
content,C011,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
content,C011,drug_class_entity,Thyroid hormones,True,metadata_without_literal_text_support,
content,C011,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C012,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
content,C012,molecule_entity,Insulin glargine,False,metadata_without_literal_text_support,
content,C012,molecule_entity,Empagliflozin,False,metadata_without_literal_text_support,
content,C012,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C012,drug_class_entity,SGLT2 inhibitors,False,metadata_without_literal_text_support,
content,C012,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C013,disease_entity,Type 1 Diabetes Mellitus,False,text_and_metadata,Type 1 Diabetes Mellitus
content,C013,molecule_entity,Metformin,False,metadata_without_literal_text_support,
content,C013,molecule_entity,Insulin degludec,False,metadata_without_literal_text_support,
content,C013,drug_class_entity,Biguanides,False,metadata_without_literal_text_support,
content,C013,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C013,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C014,disease_entity,Hyperthyroidism,False,text_and_metadata,Hyperthyroidism
content,C014,molecule_entity,Methimazole,False,text_and_metadata,Methimazole
content,C014,drug_class_entity,Antithyroid agents,False,metadata_without_literal_text_support,
content,C014,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C015,disease_entity,Hyperthyroidism,False,text_and_metadata,Hyperthyroidism
content,C015,molecule_entity,Levothyroxine,False,metadata_without_literal_text_support,
content,C015,drug_class_entity,Thyroid hormones,False,metadata_without_literal_text_support,
content,C015,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C016,disease_entity,Diabetes Insipidus,False,metadata_without_literal_text_support,
content,C016,molecule_entity,Desmopressin,False,text_and_metadata,Desmopressin
content,C016,drug_class_entity,Vasopressin analogues,False,metadata_without_literal_text_support,
content,C016,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C017,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
content,C017,molecule_entity,Insulin glargine,False,metadata_without_literal_text_support,
content,C017,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C017,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C018,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
content,C018,molecule_entity,Insulin glargine,False,metadata_without_literal_text_support,
content,C018,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C018,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C019,disease_entity,Diabetes Insipidus,False,text_and_metadata,Diabetes Insipidus
content,C019,molecule_entity,Desmopressin,False,metadata_without_literal_text_support,
content,C019,drug_class_entity,Vasopressin analogues,False,metadata_without_literal_text_support,
content,C019,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C020,disease_entity,Type 2 Diabetes Mellitus,False,text_and_metadata,Type 2 Diabetes Mellitus
content,C020,molecule_entity,Insulin glargine,False,metadata_without_literal_text_support,
content,C020,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C020,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C021,disease_entity,Type 2 Diabetes Mellitus,False,metadata_without_literal_text_support,
content,C021,molecule_entity,Insulin glargine,False,text_and_metadata,Insulin glargine
content,C021,drug_class_entity,Basal insulins,False,metadata_without_literal_text_support,
content,C021,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C022,disease_entity,Diabetes Insipidus,False,text_and_metadata,Diabetes Insipidus
content,C022,molecule_entity,Desmopressin,False,metadata_without_literal_text_support,
content,C022,drug_class_entity,Vasopressin analogues,False,text_and_metadata,Vasopressin analogues
content,C022,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C023,disease_entity,Obesity,False,text_and_metadata,Obesity
content,C023,molecule_entity,Semaglutide,False,metadata_without_literal_text_support,
content,C023,drug_class_entity,GLP-1 receptor agonists,False,text_and_metadata,GLP-1 receptor agonists
content,C023,therapeutic_area,Endocrinology,False,metadata_without_literal_text_support,
content,C024,disease_entity,Acute Coronary Syndrome,False,text_and_metadata,Acute Coronary Syndrome
content,C024,molecule_entity,Ezetimibe,False,metadata_without_literal_text_support,
content,C024,molecule_entity,Amlodipine,False,metadata_without_literal_text_support,
content,C024,drug_class_entity,Cholesterol absorption inhibitors,False,metadata_without_literal_text_support,
content,C024,drug_class_entity,Calcium channel blockers,False,metadata_without_literal_text_support,
content,C024,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
content,C025,disease_entity,Atrial Fibrillation,False,text_and_metadata,Atrial Fibrillation
content,C025,molecule_entity,Metoprolol,False,text_and_metadata,Metoprolol
content,C025,drug_class_entity,Beta blockers selective,False,metadata_without_literal_text_support,
content,C025,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
content,C026,disease_entity,Atrial Fibrillation,False,text_and_metadata,Atrial Fibrillation
content,C026,molecule_entity,Rivaroxaban,False,text_and_metadata,Rivaroxaban
content,C026,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C026,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
content,C027,disease_entity,Atrial Fibrillation,False,text_and_metadata,Atrial Fibrillation
content,C027,molecule_entity,Apixaban,False,metadata_without_literal_text_support,
content,C027,molecule_entity,Dapagliflozin,False,metadata_without_literal_text_support,
content,C027,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C027,drug_class_entity,SGLT2 inhibitors,False,metadata_without_literal_text_support,
content,C027,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
content,C028,disease_entity,Hypertension,False,text_and_metadata,Hypertension
content,C028,molecule_entity,Losartan,False,text_and_metadata,Losartan
content,C028,molecule_entity,Amlodipine,False,metadata_without_literal_text_support,
content,C028,drug_class_entity,ARBs,False,metadata_without_literal_text_support,
content,C028,drug_class_entity,Calcium channel blockers,False,metadata_without_literal_text_support,
content,C028,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
content,C029,disease_entity,Heart Failure,False,text_and_metadata,Heart Failure
content,C029,molecule_entity,Losartan,False,metadata_without_literal_text_support,
content,C029,molecule_entity,Ramipril,False,metadata_without_literal_text_support,
content,C029,drug_class_entity,ARBs,False,text_and_metadata,ARBs
content,C029,drug_class_entity,ACE inhibitors,False,metadata_without_literal_text_support,
content,C029,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
content,C030,disease_entity,Atrial Fibrillation,False,text_and_metadata,Atrial Fibrillation
content,C030,molecule_entity,Rivaroxaban,False,metadata_without_literal_text_support,
content,C030,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C030,therapeutic_area,Cardiology,False,metadata_without_literal_text_support,
content,C031,disease_entity,Heart Failure,False,text_and_metadata,Heart Failure
content,C031,molecule_entity,Bisoprolol,False,metadata_without_literal_text_support,
content,C031,drug_class_entity,Beta blockers selective,False,metadata_without_literal_text_support,
