side,record_id,field,value,evidence_source,evidence_text
content,C257,publication_year,2021,publication_metadata,2021
content,C258,dose_from_drug_profile,True,content_type_only,drug_profile
content,C258,publication_year,2023,publication_metadata,2023
content,C259,pregnancy_status,pregnancy_related,text_rule,Panduan Klinis: Tatalaksana Preeclampsia 2020
content,C259,year,2020,text_rule,Panduan Klinis: Tatalaksana Preeclampsia 2020
content,C259,publication_year,2020,publication_metadata,2020
content,C260,pregnancy_status,pregnant,text_rule,Hypertension in Pregnancy in anaemia: Special Considerations
content,C260,publication_year,2024,publication_metadata,2024
content,C261,pregnancy_status,pregnancy_related,text_rule,Ringkasan Klinis: Tatalaksana Preeclampsia Terkini 2020
content,C261,year,2020,text_rule,Ringkasan Klinis: Tatalaksana Preeclampsia Terkini 2020
content,C261,publication_year,2020,publication_metadata,2020
content,C262,pregnancy_status,pregnant,text_rule,Preeclampsia in pregnancy: Special Considerations
content,C262,publication_year,2022,publication_metadata,2022
content,C263,pregnancy_status,pregnant,text_rule,Tinjauan Sistematis: Beta blockers non-selective pada Hypertension in Pregnancy
content,C263,comparison_from_review,True,content_type_only,review
content,C263,publication_year,2020,publication_metadata,2020
content,C264,pregnancy_status,pregnancy_related,text_rule,Preeclampsia in Special Populations: Practical Guidance
content,C264,publication_year,2022,publication_metadata,2022
content,C265,dose_from_drug_profile,True,content_type_only,drug_profile
content,C265,publication_year,2023,publication_metadata,2023
content,C266,pregnancy_status,pregnant,text_rule,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy
content,C266,dose_from_drug_profile,True,content_type_only,drug_profile
content,C266,publication_year,2024,publication_metadata,2024
content,C267,pregnancy_status,pregnant,text_rule,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide
content,C267,publication_year,2025,publication_metadata,2025
content,C268,pregnancy_status,pregnant,text_rule,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy
content,C268,dose_from_drug_profile,True,content_type_only,drug_profile
content,C268,publication_year,2022,publication_metadata,2022
content,C269,pregnancy_status,pregnant,text_rule,Preeclampsia in Pregnancy: Safety and Management Guide
content,C269,publication_year,2020,publication_metadata,2020
content,C270,pregnancy_status,pregnant,text_rule,Long-term Outcomes of Beta blockers non-selective Therapy in Hypertension in Pregnancy
content,C270,publication_year,2024,publication_metadata,2024
content,C271,pregnancy_status,pregnancy_related,text_rule,Panduan Praktis: Memulai Magnesium sulphate pada Preeclampsia
content,C271,publication_year,2024,publication_metadata,2024
content,C272,pregnancy_status,pregnant,text_rule,National Guideline: Hypertension in Pregnancy Diagnosis and Treatment
content,C272,publication_year,2023,publication_metadata,2023
content,C273,pregnancy_status,pregnancy_related,text_rule,Magnesium sulphate: Farmakologi dan Penggunaan Klinis pada Preeclampsia
content,C273,dose_from_drug_profile,True,content_type_only,drug_profile
content,C273,publication_year,2025,publication_metadata,2025
content,C274,pregnancy_status,pregnancy_related,text_rule,Treatment Intensification in Preeclampsia: When and How
content,C274,publication_year,2023,publication_metadata,2023
content,C275,pregnancy_status,pregnant,text_rule,Treatment Intensification in Hypertension in Pregnancy: When and How
content,C275,publication_year,2020,publication_metadata,2020
content,C276,pregnancy_status,pregnancy_related,text_rule,Efektivitas Magnesium pada Preeclampsia
content,C276,publication_year,2024,publication_metadata,2024
content,C277,dose_context_flag,True,text_rule,"Diazepam: Pharmacology, Dosing, and Clinical Use in Febrile Seizure"
content,C277,publication_year,2022,publication_metadata,2022
content,C278,dose_from_drug_profile,True,content_type_only,drug_profile
content,C278,publication_year,2022,publication_metadata,2022
content,C279,publication_year,2023,publication_metadata,2023
content,C280,publication_year,2025,publication_metadata,2025
content,C281,publication_year,2025,publication_metadata,2025
content,C282,publication_year,2020,publication_metadata,2020
content,C283,publication_year,2023,publication_metadata,2023
content,C284,dose_from_drug_profile,True,content_type_only,drug_profile
content,C284,publication_year,2023,publication_metadata,2023
content,C285,publication_year,2025,publication_metadata,2025
content,C286,comparison_from_review,True,content_type_only,review
content,C286,publication_year,2025,publication_metadata,2025
content,C287,publication_year,2024,publication_metadata,2024
content,C288,publication_year,2025,publication_metadata,2025
content,C289,publication_year,2025,publication_metadata,2025
content,C290,publication_year,2022,publication_metadata,2022
content,C291,publication_year,2021,publication_metadata,2021
content,C292,dose_from_drug_profile,True,content_type_only,drug_profile
content,C292,publication_year,2024,publication_metadata,2024
content,C293,year,2021,text_rule,Clinical Summary: Stunting / Malnutrition Management Update 2021
content,C293,publication_year,2021,publication_metadata,2021
content,C294,publication_year,2023,publication_metadata,2023
content,C295,publication_year,2023,publication_metadata,2023
content,C296,comparison_from_review,True,content_type_only,review
content,C296,publication_year,2022,publication_metadata,2022
content,C297,publication_year,2023,publication_metadata,2023
content,C298,year,2020,text_rule,Clinical Practice Guideline: Stunting / Malnutrition Management 2020
content,C298,publication_year,2020,publication_metadata,2020
content,C299,publication_year,2022,publication_metadata,2022
content,C300,prior_treatment_failure_flag,True,text_rule,Case Series: Calcineurin inhibitors in Refractory Disseminated Intravascular Coagulation
content,C300,publication_year,2020,publication_metadata,2020
content,C301,publication_year,2020,publication_metadata,2020
content,C302,publication_year,2023,publication_metadata,2023
content,C303,publication_year,2023,publication_metadata,2023
content,C304,year,2024,text_rule,Ringkasan Klinis: Tatalaksana Sepsis Terkini 2024
content,C304,publication_year,2024,publication_metadata,2024
content,C305,dose_from_drug_profile,True,content_type_only,drug_profile
content,C305,publication_year,2020,publication_metadata,2020
content,C306,hepatic_impairment_flag,True,text_rule,Sepsis in liver disease: Special Considerations
content,C306,publication_year,2023,publication_metadata,2023
content,C307,prior_treatment_failure_flag,True,text_rule,Case Series: IL-17 inhibitors in Refractory Disseminated Intravascular Coagulation
content,C307,publication_year,2021,publication_metadata,2021
content,C308,year,2025,text_rule,WHO Guideline Update: Disseminated Intravascular Coagulation 2025
content,C308,recency_flag,True,text_rule,WHO Guideline Update: Disseminated Intravascular Coagulation 2025
content,C308,publication_year,2025,publication_metadata,2025
content,C309,publication_year,2023,publication_metadata,2023
content,C310,dose_context_flag,True,text_rule,Quick Reference: IL-4/IL-13 inhibitors Dosing in Disseminated Intravascular Coagulation
content,C310,publication_year,2020,publication_metadata,2020
content,C311,publication_year,2025,publication_metadata,2025
content,C312,prior_treatment_failure_flag,True,text_rule,A Case of Disseminated Intravascular Coagulation Resistant to Cyclosporine
content,C312,publication_year,2023,publication_metadata,2023
content,C313,publication_year,2024,publication_metadata,2024
content,C314,dose_context_flag,True,text_rule,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment
content,C314,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment
content,C314,publication_year,2020,publication_metadata,2020
content,C315,publication_year,2025,publication_metadata,2025
content,C316,publication_year,2020,publication_metadata,2020
content,C317,publication_year,2020,publication_metadata,2020
content,C318,publication_year,2025,publication_metadata,2025
content,C319,publication_year,2020,publication_metadata,2020
content,C320,publication_year,2024,publication_metadata,2024
content,C321,publication_year,2020,publication_metadata,2020
content,C322,age_group,elderly,text_rule,Disseminated Intravascular Coagulation and elderly patients: Management Challenges
content,C322,publication_year,2025,publication_metadata,2025
content,C323,publication_year,2025,publication_metadata,2025
content,C324,route,topical,text_rule,Successful Management of Severe Psoriasis with Tacrolimus topical
content,C324,publication_year,2020,publication_metadata,2020
content,C325,prior_treatment_failure_flag,True,text_rule,A Case of Psoriasis Resistant to Cyclosporine
content,C325,publication_year,2021,publication_metadata,2021
content,C326,publication_year,2022,publication_metadata,2022
content,C327,publication_year,2021,publication_metadata,2021
content,C328,publication_year,2024,publication_metadata,2024
content,C329,dose_context_flag,True,text_rule,"Cyclosporine: Pharmacology, Dosing, and Clinical Use in Psoriasis"
content,C329,publication_year,2023,publication_metadata,2023
content,C330,publication_year,2023,publication_metadata,2023
content,C331,route,topical,text_rule,Profil Keamanan Tacrolimus topical pada Psoriasis
content,C331,publication_year,2022,publication_metadata,2022
content,C332,age_group,elderly,text_rule,Psoriasis in elderly patients: Special Considerations
content,C332,publication_year,2022,publication_metadata,2022
content,C333,year,2023,text_rule,WHO Guideline Update: Psoriasis 2023
content,C333,recency_flag,True,text_rule,WHO Guideline Update: Psoriasis 2023
content,C333,publication_year,2023,publication_metadata,2023
content,C334,route,topical,text_rule,Panduan Praktis: Memulai Tacrolimus topical pada Psoriasis
content,C334,publication_year,2021,publication_metadata,2021
content,C335,year,2025,text_rule,WHO Guideline Update: Psoriasis 2025
content,C335,recency_flag,True,text_rule,WHO Guideline Update: Psoriasis 2025
content,C335,publication_year,2025,publication_metadata,2025
content,C336,prior_treatment_failure_flag,True,text_rule,A Case of Psoriasis Resistant to Cyclosporine
content,C336,publication_year,2020,publication_metadata,2020
content,C337,publication_year,2022,publication_metadata,2022
content,C338,publication_year,2022,publication_metadata,2022
content,C339,dose_context_flag,True,text_rule,Quick Reference: Calcineurin inhibitors Dosing in Psoriasis
content,C339,publication_year,2022,publication_metadata,2022
content,C340,publication_year,2020,publication_metadata,2020
content,C341,route,topical,text_rule,Consensus Statement: Topical calcineurin inhibitors Use in Psoriasis
content,C341,publication_year,2025,publication_metadata,2025
content,C342,route,topical,text_rule,Tacrolimus topical: Farmakologi dan Penggunaan Klinis pada Psoriasis
content,C342,dose_from_drug_profile,True,content_type_only,drug_profile
content,C342,publication_year,2024,publication_metadata,2024
content,C343,dose_context_flag,True,text_rule,Dose Adjustment of Dupilumab in Renal and Hepatic Impairment
content,C343,hepatic_impairment_flag,True,text_rule,Dose Adjustment of Dupilumab in Renal and Hepatic Impairment
content,C343,publication_year,2024,publication_metadata,2024
content,C344,publication_year,2021,publication_metadata,2021
content,C345,dose_context_flag,True,text_rule,Dosis Topical calcineurin inhibitors pada Psoriasis: Referensi Cepat
content,C345,route,topical,text_rule,Dosis Topical calcineurin inhibitors pada Psoriasis: Referensi Cepat
content,C345,publication_year,2021,publication_metadata,2021
