query_id,query_text,query_language,query_intent,observed_content,positive_content,meaningful_content,strong_content,has_observed_positive,has_meaningful_positive,has_strong_positive,eligible_for_positive_dependent_metrics
Q354,apakah Topiramate aman untuk Migraine dengan hypertension,ID,Safety / Contraindication,34,7,4,1,True,True,True,True
Q392,switch from Artemether-lumefantrine to Artemether-lumefantrine in Typhoid Fever,EN,Treatment Change / Escalation,36,7,6,0,True,True,False,True
Q404,Omeprazole loading dose Peptic Ulcer Disease emergency,EN,Dosing / Administration,12,7,6,3,True,True,True,True
Q420,Atrial Fibrillation pada anak dosis Metoprolol,ID,Dosing / Administration,26,7,5,0,True,True,False,True
Q435,Artemether-lumefantrine hepatic impairment dose in Typhoid Fever,EN,Dosing / Administration,7,7,6,2,True,True,True,True
Q440,Atrial Fibrillation risk stratification approach,EN,Monitoring / Response / Risk Assessment,45,7,5,3,True,True,True,True
Q444,Rivaroxaban hepatic impairment dose in Community-acquired Pneumonia,EN,Dosing / Administration,7,7,4,1,True,True,True,True
Q454,switch dari Meropenem ke Vancomycin Sepsis progresif,MIXED,Treatment Change / Escalation,42,7,5,2,True,True,True,True
Q472,ARBs mechanism untuk Hypertension bagaimana cara kerjanya,MIXED,Mechanism / Background Knowledge,26,7,5,2,True,True,True,True
Q490,target terapi Hypothyroidism dengan Thyroid hormones,ID,Management / Treatment Selection,33,7,4,2,True,True,True,True
Q005,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,38,8,6,3,True,True,True,True
Q008,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,11,8,8,3,True,True,True,True
Q040,resistensi Desmopressin pada Diabetes Insipidus alternatif Desmopressin,ID,Treatment Change / Escalation,50,8,5,2,True,True,True,True
Q043,Thyroid hormones kontraindikasi pada Hyperthyroidism dengan hepatic impairment,ID,Safety / Contraindication,27,8,7,3,True,True,True,True
Q051,add on therapy Malaria after Dolutegravir failure,EN,Treatment Change / Escalation,43,8,4,1,True,True,True,True
Q056,Sepsis emergency Piperacillin-tazobactam loading dose berapa,MIXED,Dosing / Administration,49,8,6,4,True,True,True,True
Q067,kapan start Atorvastatin di Acute Coronary Syndrome evidence terbaru 2025,MIXED,Guideline / Evidence Lookup,49,8,6,3,True,True,True,True
Q069,dosis titrasi Alendronate Osteoporosis toleransi pasien,MIXED,Dosing / Administration,10,8,4,2,True,True,True,True
Q075,Psoriasis guideline update terbaru summary,EN,Guideline / Evidence Lookup,10,8,6,1,True,True,True,True
Q077,algoritma terapi Iron Deficiency Anaemia step up,ID,Management / Treatment Selection,34,8,6,3,True,True,True,True
Q093,penggantian Ezetimibe ke Amlodipine pada Acute Coronary Syndrome,ID,Treatment Change / Escalation,9,8,3,1,True,True,True,True
Q100,prophylaxis Ischaemic Stroke Alteplase kapan bisa dihentikan,MIXED,Prophylaxis / Maintenance,41,8,6,1,True,True,True,True
Q155,kombinasi Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever aman atau tidak,MIXED,Interaction / Combination,9,8,5,2,True,True,True,True
Q165,dosis Escitalopram untuk pasien ADHD,ID,Dosing / Administration,8,8,5,3,True,True,True,True
Q178,add on Valproate setelah Valproate gagal Parkinson Disease,MIXED,Treatment Change / Escalation,11,8,7,4,True,True,True,True
Q212,is Salmeterol safe in COPD with anaemia,EN,Safety / Contraindication,8,8,5,2,True,True,True,True
Q228,is Aspirin safe in Ischaemic Stroke with diabetes,EN,Safety / Contraindication,10,8,6,1,True,True,True,True
Q239,Ramipril pada pasien elderly Hypertension apa perlu adjustment,MIXED,Dosing / Administration,33,8,7,1,True,True,True,True
Q281,NRTIs combination mechanism of action in Urinary Tract Infection,EN,Mechanism / Background Knowledge,46,8,4,1,True,True,True,True
Q289,Apixaban pada ibu hamil dengan Deep Vein Thrombosis,ID,Safety / Contraindication,33,8,7,2,True,True,True,True
Q301,monitoring parameters Topiramate in Epilepsy,EN,Monitoring / Response / Risk Assessment,36,8,6,4,True,True,True,True
Q314,switch dari Rifampicin ke Isoniazid Tuberculosis progresif,MIXED,Treatment Change / Escalation,44,8,4,3,True,True,True,True
Q316,Lansoprazole vs Omeprazole untuk pasien Peptic Ulcer Disease mana lebih efektif,MIXED,Comparative Treatment Choice,12,8,5,1,True,True,True,True
Q341,switch from Clopidogrel to Rosuvastatin in Stable Angina,EN,Treatment Change / Escalation,41,8,6,1,True,True,True,True
Q370,obat Rheumatoid Arthritis lini pertama Antimalarials,ID,Management / Treatment Selection,8,8,7,1,True,True,True,True
Q384,Iron preparations in pregnancy and Iron Deficiency Anaemia,EN,Safety / Contraindication,9,8,5,1,True,True,True,True
Q398,Corticosteroids terbaru untuk Sepsis 2024,MIXED,Guideline / Evidence Lookup,9,8,6,2,True,True,True,True
Q463,Tuberculosis with renal impairment first line drug,EN,Management / Treatment Selection,8,8,4,2,True,True,True,True
Q480,Venlafaxine dosing in Major Depressive Disorder with atrial fibrillation,EN,Dosing / Administration,10,8,5,2,True,True,True,True
Q042,switch from Piperacillin-tazobactam to Norepinephrine in Sepsis,EN,Treatment Change / Escalation,9,9,6,1,True,True,True,True
Q054,is Empagliflozin safe in Chronic Kidney Disease with renal impairment,EN,Safety / Contraindication,9,9,5,2,True,True,True,True
Q096,Epilepsy risk stratification approach,EN,Monitoring / Response / Risk Assessment,40,9,8,4,True,True,True,True
Q140,Beta blockers selective role in Stable Angina pathophysiology,EN,Mechanism / Background Knowledge,12,9,7,4,True,True,True,True
Q145,titration protocol Rivaroxaban in Community-acquired Pneumonia,EN,Dosing / Administration,45,9,5,2,True,True,True,True
Q157,Benzodiazepines in pregnancy and Febrile Seizure,EN,Safety / Contraindication,12,9,8,3,True,True,True,True
Q211,Tuberculosis dengan atrial fibrillation pilihan terapi,ID,Management / Treatment Selection,9,9,8,3,True,True,True,True
Q224,Losartan hepatic impairment dose in Hypertension,EN,Dosing / Administration,9,9,7,4,True,True,True,True
Q234,PD-1 inhibitors mechanism untuk Non-Small Cell Lung Cancer bagaimana cara kerjanya,MIXED,Mechanism / Background Knowledge,56,9,8,5,True,True,True,True
Q252,latest guideline Major Depressive Disorder management 2022,MIXED,Guideline / Evidence Lookup,9,9,8,4,True,True,True,True
Q290,monitoring NRTIs combination pada Urinary Tract Infection parameter apa,MIXED,Monitoring / Response / Risk Assessment,9,9,9,4,True,True,True,True
Q293,resistensi Prednisolone pada Asthma alternatif Azithromycin,ID,Treatment Change / Escalation,56,9,5,3,True,True,True,True
Q327,kombinasi Desmopressin dan Desmopressin pada Diabetes Insipidus aman atau tidak,MIXED,Interaction / Combination,10,9,5,2,True,True,True,True
Q369,Nivolumab vs Pembrolizumab untuk Non-Small Cell Lung Cancer,ID,Comparative Treatment Choice,10,9,7,2,True,True,True,True
Q390,panduan klinis Ischaemic Stroke terbaru,ID,Guideline / Evidence Lookup,9,9,4,2,True,True,True,True
Q397,Malaria risk stratification approach,EN,Monitoring / Response / Risk Assessment,53,9,6,4,True,True,True,True
Q416,Urinary Tract Infection risk stratification approach,EN,Monitoring / Response / Risk Assessment,12,9,6,2,True,True,True,True
Q340,latest guideline Peptic Ulcer Disease management 2023,MIXED,Guideline / Evidence Lookup,45,10,8,1,True,True,True,True
Q323,efek samping Inhaled corticosteroids pada Asthma,ID,Safety / Contraindication,52,11,9,6,True,True,True,True
Q473,Tenofovir+Lamivudine efficacy pada Urinary Tract Infection clinical outcome data,MIXED,Efficacy / Outcomes,77,12,10,2,True,True,True,True
