query_id,query_text,language,intent_text,cluster_id,liang_final_intent,liang_top_probability,liang_second_intent,liang_second_probability,liang_probability_margin,attention_semantic,attention_sentence_tfidf,attention_class_centroid_tfidf,anchor_rule_intent,matched_candidate_intents,n_anchor_matches,used_as_weak_anchor,prototype_top_intent,prototype_top_score,prototype_second_intent,prototype_second_score,ambiguity_margin,margin_is_calibrated_confidence,similarity_management_treatment,similarity_diagnosis_differential_diagnosis,similarity_work_up_test_selection,similarity_test_clinical_data_interpretation,similarity_pharmacotherapy,similarity_evidence_guideline_lookup,similarity_procedures_techniques,similarity_epidemiology_prognosis,similarity_patient_communication_education,similarity_other_ambiguous
Q246,add on therapy Urinary Tract Infection after Tenofovir+Lamivudine failure,EN,add on therapy disease after medicine failure,0,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.5005618,Diagnosis / Differential Diagnosis,0.45402893,0.04653284,False,0.500562,0.454029,0.273193,0.374329,0.345319,0.422058,0.39688,0.446749,0.452204,0.084918
Q247,resistensi Aspirin pada Ischaemic Stroke alternatif Alteplase,ID,resistensi medicine pada disease alternatif medicine,0,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.41444623,Epidemiology / Prognosis,0.35917714,0.055269092,False,0.326603,0.277037,0.207236,0.322361,0.414446,0.347899,0.305079,0.359177,0.301297,0.09555
Q248,Type 1 Diabetes Mellitus first line Basal insulins evidence based,MIXED,disease first line drugclass evidence based,6,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Pharmacotherapy,0.533338,Evidence / Guideline Lookup,0.44116023,0.09217778,False,0.401374,0.407281,0.351618,0.35421,0.533338,0.44116,0.218159,0.367855,0.289911,0.190495
Q249,Sitagliptin pada pasien elderly Type 2 Diabetes Mellitus apa perlu adjustment,MIXED,medicine pada pasien elderly disease apa perlu adjustment,8,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,Dosing / Administration,1,True,Management / Treatment,0.4471611,Patient Communication / Education,0.43528968,0.011871427,False,0.447161,0.201959,0.203671,0.27731,0.417105,0.420793,0.425101,0.387648,0.43529,0.049074
Q250,efek samping Vitamin K antagonists pada Atrial Fibrillation,ID,efek samping drugclass pada disease,0,Monitoring / Response / Risk Assessment,0.58801824,Mechanism / Background Knowledge,0.12828833,0.4597299,0.054819994,0.24465396,0.7005261,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.5257207,Epidemiology / Prognosis,0.3841007,0.14162001,False,0.275169,0.329945,0.156137,0.279362,0.525721,0.321147,0.155681,0.384101,0.297013,0.044336
Q251,Bipolar Disorder risk stratification approach,EN,disease risk stratification approach,9,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Epidemiology / Prognosis,0.41271687,Diagnosis / Differential Diagnosis,0.3868887,0.025828153,False,0.324219,0.386889,0.253353,0.288347,0.271104,0.282816,0.162188,0.412717,0.32964,0.106946
Q252,latest guideline Major Depressive Disorder management 2022,MIXED,latest guideline disease management 2022,0,Guideline / Evidence Lookup,0.9247701,Management / Treatment Selection,0.04111006,0.8836601,0.23626325,0.25428602,0.5094507,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Management / Treatment,0.53104615,Evidence / Guideline Lookup,0.5255281,0.005518079,False,0.531046,0.429106,0.374715,0.418631,0.38231,0.525528,0.389322,0.502853,0.411516,0.157247
Q253,Imatinib side effect pada pasien Chronic Myeloid Leukaemia apa saja,MIXED,medicine side effect pada pasien disease apa saja,0,Safety / Contraindication,0.41915825,Dosing / Administration,0.3823942,0.036764055,0.075281054,0.3383302,0.5863887,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.49910206,Epidemiology / Prognosis,0.49503168,0.0040703714,False,0.414928,0.405403,0.18851,0.352944,0.499102,0.404142,0.329019,0.495032,0.438269,0.01451
Q254,NRTIs combination role in Urinary Tract Infection pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q255,kontraindikasi Salmeterol pada Asthma dengan immunocompromised,MIXED,kontraindikasi medicine pada disease dengan immunocompromised,0,Safety / Contraindication,0.8615675,Dosing / Administration,0.032312725,0.82925475,0.056854025,0.28647864,0.65666735,Safety / Contraindication,Safety / Contraindication,1,True,Diagnosis / Differential Diagnosis,0.4225659,Epidemiology / Prognosis,0.41732895,0.0052369535,False,0.363511,0.422566,0.277925,0.384255,0.399742,0.350616,0.261287,0.417329,0.325819,0.055936
Q256,Antituberculotics role in MDR Tuberculosis pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q257,switch from Imatinib to Imatinib in Chronic Myeloid Leukaemia,EN,switch from medicine to medicine in disease,0,Treatment Change / Escalation,0.9863862,Dosing / Administration,0.006705008,0.9796812,0.03939372,0.30122343,0.6593829,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.42528063,Pharmacotherapy,0.4076186,0.017662019,False,0.425281,0.240374,0.272614,0.373262,0.407619,0.346428,0.401849,0.330152,0.349958,0.072468
Q258,when to start Alteplase in Ischaemic Stroke,EN,when to start medicine in disease,0,Management / Treatment Selection,0.9559435,Interaction / Combination,0.01427071,0.9416728,0.02353667,0.07813453,0.89832884,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.49333054,Pharmacotherapy,0.42713398,0.06619656,False,0.493331,0.264366,0.317885,0.349373,0.427134,0.386254,0.417558,0.396777,0.307661,0.070351
Q259,monitoring Atypical antipsychotics pada Schizophrenia parameter apa,MIXED,monitoring drugclass pada disease parameter apa,6,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.659453,Diagnosis / Differential Diagnosis,0.48401013,0.17544284,False,0.44704,0.48401,0.412973,0.437754,0.659453,0.413069,0.315688,0.455548,0.381279,0.184289
Q260,terapi profilaksis Schizophrenia dengan Risperidone,ID,terapi profilaksis disease dengan medicine,0,Prophylaxis / Maintenance,0.97614247,Dosing / Administration,0.008312286,0.9678302,0.056691796,0.58971846,0.3535897,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Management / Treatment,0.4606164,Procedures / Techniques,0.43000045,0.030615956,False,0.460616,0.251048,0.1787,0.229905,0.414917,0.392896,0.43,0.39489,0.388076,0.015938
Q261,Penicillins role in HIV/AIDS pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q262,kombinasi Piperacillin-tazobactam dan Meropenem pada Sepsis aman atau tidak,MIXED,kombinasi medicine dan medicine pada disease aman atau tidak,0,Interaction / Combination,0.9430835,Safety / Contraindication,0.027149757,0.9159338,0.055518784,0.17306238,0.7714188,Interaction / Combination,Interaction / Combination; Safety / Contraindication,2,True,Pharmacotherapy,0.5262046,Epidemiology / Prognosis,0.47412813,0.05207646,False,0.441305,0.374096,0.314286,0.374025,0.526205,0.396766,0.377754,0.474128,0.394969,0.158756
Q263,titration protocol Levothyroxine in Hypothyroidism,EN,titration protocol medicine in disease,5,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,Dosing / Administration,1,True,Procedures / Techniques,0.38592738,Management / Treatment,0.38342407,0.0025033057,False,0.383424,0.216584,0.21026,0.271932,0.345126,0.329211,0.385927,0.340985,0.312514,0.050287
Q264,dosis Levothyroxine untuk pasien Hypothyroidism,ID,dosis medicine untuk pasien disease,10,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.4773904,Epidemiology / Prognosis,0.3711667,0.1062237,False,0.337772,0.265517,0.224131,0.304987,0.47739,0.362375,0.330342,0.371167,0.288422,-0.021122
Q265,renal dose adjustment Allopurinol in Psoriatic Arthritis,EN,renal dose adjustment medicine in disease,1,Dosing / Administration,0.9370421,Safety / Contraindication,0.02476116,0.912281,0.11514645,0.30007026,0.58478326,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.36038262,Evidence / Guideline Lookup,0.29834503,0.062037587,False,0.24936,0.149486,0.173452,0.241743,0.360383,0.298345,0.2658,0.261541,0.248634,-0.074709
Q266,monitoring terapi Artemether-lumefantrine pada Typhoid Fever,ID,monitoring terapi medicine pada disease,6,Monitoring / Response / Risk Assessment,0.9323255,Management / Treatment Selection,0.02334587,0.9089796,0.024235934,0.07558217,0.9001819,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.5618754,Management / Treatment,0.5441389,0.017736495,False,0.544139,0.440887,0.368271,0.442302,0.561875,0.471306,0.51239,0.474312,0.487222,0.101224
Q267,Adalimumab side effect pada pasien Gout apa saja,MIXED,medicine side effect pada pasien disease apa saja,0,Safety / Contraindication,0.41915825,Dosing / Administration,0.3823942,0.036764055,0.075281054,0.3383302,0.5863887,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.49910206,Epidemiology / Prognosis,0.49503168,0.0040703714,False,0.414928,0.405403,0.18851,0.352944,0.499102,0.404142,0.329019,0.495032,0.438269,0.01451
Q268,Beta blockers non-selective mechanism of action in Hypertension in Pregnancy,EN,drugclass mechanism of action in disease,6,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008825004,0.9522671,0.14974125,0.42445755,0.4258012,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.47425747,Management / Treatment,0.2661301,0.20812738,False,0.26613,0.222665,0.163268,0.215239,0.474257,0.175935,0.149279,0.216707,0.245986,0.053999
Q269,Sertraline efficacy pada Major Depressive Disorder clinical outcome data,MIXED,medicine efficacy pada disease clinical outcome data,0,Efficacy / Outcomes,0.985386,Safety / Contraindication,0.007339046,0.97804695,0.25569043,0.34933466,0.39497498,Efficacy / Outcomes,Efficacy / Outcomes,1,True,Epidemiology / Prognosis,0.5372452,Pharmacotherapy,0.53344434,0.003800869,False,0.482681,0.432297,0.295658,0.447422,0.533444,0.509802,0.453467,0.537245,0.427836,0.10155
Q270,Bedaquiline pada pasien elderly MDR Tuberculosis apa perlu adjustment,MIXED,medicine pada pasien elderly disease apa perlu adjustment,8,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,Dosing / Administration,1,True,Management / Treatment,0.4471611,Patient Communication / Education,0.43528968,0.011871427,False,0.447161,0.201959,0.203671,0.27731,0.417105,0.420793,0.425101,0.387648,0.43529,0.049074
Q271,switch dari Alteplase ke Aspirin Ischaemic Stroke progresif,MIXED,switch dari medicine ke medicine disease progresif,0,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.3716695,Procedures / Techniques,0.34782794,0.02384156,False,0.37167,0.226748,0.234984,0.337939,0.327019,0.341015,0.347828,0.315691,0.32162,0.022536
Q272,CNS stimulants role in Breast Cancer HER2-positive pathophysiology,EN,drugclass role in disease pathophysiology,6,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.50907475,Diagnosis / Differential Diagnosis,0.39074355,0.118331194,False,0.321668,0.390744,0.259506,0.366749,0.509075,0.306616,0.198685,0.341589,0.297963,0.127923
Q273,Calcium channel blockers terbaru untuk Acute Coronary Syndrome 2025,MIXED,drugclass terbaru untuk disease 2025,6,Guideline / Evidence Lookup,0.8998918,Management / Treatment Selection,0.04795912,0.85193264,0.085921586,0.452322,0.46175644,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Pharmacotherapy,0.52474326,Evidence / Guideline Lookup,0.44288886,0.0818544,False,0.352629,0.301152,0.334824,0.367458,0.524743,0.442889,0.275122,0.407953,0.289927,0.117407
Q274,resistensi Alendronate pada Osteoporosis alternatif Alendronate,ID,resistensi medicine pada disease alternatif medicine,0,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.41444623,Epidemiology / Prognosis,0.35917714,0.055269092,False,0.326603,0.277037,0.207236,0.322361,0.414446,0.347899,0.305079,0.359177,0.301297,0.09555
Q275,obat MDR Tuberculosis lini pertama Antituberculotics,ID,obat disease lini pertama drugclass,6,Management / Treatment Selection,0.33077404,Interaction / Combination,0.32089895,0.009875089,0.080650195,0.18073949,0.73861027,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.56257313,Management / Treatment,0.33475804,0.22781509,False,0.334758,0.232899,0.240251,0.284723,0.562573,0.322557,0.239786,0.27486,0.215046,0.094917
Q276,monitoring parameters Atorvastatin in Acute Coronary Syndrome,EN,monitoring parameters medicine in disease,6,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.5805537,Diagnosis / Differential Diagnosis,0.5125228,0.068030894,False,0.509286,0.512523,0.450211,0.511347,0.580554,0.440554,0.447351,0.496787,0.459461,0.158099
Q277,Amoxicillin hepatic impairment dose in HIV/AIDS,EN,medicine hepatic impairment dose in disease,3,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.32883036,Evidence / Guideline Lookup,0.26495534,0.06387502,False,0.197985,0.202103,0.118141,0.204014,0.32883,0.264955,0.15193,0.25321,0.206036,-0.02566
Q278,add on Furosemide setelah Furosemide gagal Nephrotic Syndrome,MIXED,add on medicine setelah medicine gagal disease,0,Treatment Change / Escalation,0.99029225,Dosing / Administration,0.0043945983,0.98589766,0.046095613,0.3221867,0.63171774,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.48695514,Procedures / Techniques,0.43216544,0.054789692,False,0.486955,0.365138,0.298429,0.376707,0.418626,0.375679,0.432165,0.401876,0.404557,0.071249
Q279,prophylaxis MDR Tuberculosis Bedaquiline kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q280,algoritma terapi Malaria step up,ID,algoritma terapi disease step up,11,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.3736121,Pharmacotherapy,0.2844178,0.0891943,False,0.373612,0.242224,0.225396,0.244146,0.284418,0.265559,0.242228,0.267169,0.255031,0.158703
Q281,NRTIs combination mechanism of action in Urinary Tract Infection,EN,drugclass mechanism of action in disease,6,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.47425747,Management / Treatment,0.26613,0.20812747,False,0.26613,0.222665,0.163268,0.215239,0.474257,0.175935,0.149279,0.216707,0.245985,0.053999
Q282,Vasopressin analogues kontraindikasi pada Diabetes Insipidus dengan hypertension,ID,drugclass kontraindikasi pada disease dengan hypertension,1,Safety / Contraindication,0.5525787,Guideline / Evidence Lookup,0.079473436,0.47310525,0.07723351,0.32424957,0.5985169,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.43083078,Evidence / Guideline Lookup,0.40162128,0.029209495,False,0.306945,0.343226,0.145156,0.261752,0.430831,0.401621,0.195869,0.333273,0.280431,0.114051
Q283,monitoring Centrally acting antihypertensives pada Hypertension in Pregnancy parameter apa,MIXED,monitoring drugclass pada disease parameter apa,6,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.659453,Diagnosis / Differential Diagnosis,0.48401013,0.17544284,False,0.44704,0.48401,0.412973,0.437754,0.659453,0.413069,0.315688,0.455548,0.381279,0.184289
Q284,Proton pump inhibitors adverse effects monitoring in Peptic Ulcer Disease,EN,drugclass adverse effects monitoring in disease,6,Monitoring / Response / Risk Assessment,0.890431,Safety / Contraindication,0.05327918,0.8371518,0.15212123,0.14367965,0.70419914,Safety / Contraindication,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,True,Pharmacotherapy,0.6137334,Diagnosis / Differential Diagnosis,0.46670735,0.14702606,False,0.335202,0.466707,0.287495,0.368173,0.613733,0.375557,0.22477,0.414124,0.334353,0.130501
Q285,Olanzapine vs Lithium in Bipolar Disorder patients,EN,medicine vs medicine in disease patients,0,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.0047784615,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.5007164,Management / Treatment,0.4636933,0.037023097,False,0.463693,0.343376,0.299476,0.380712,0.500716,0.31922,0.381207,0.425953,0.446629,0.127506
Q286,prophylaxis Urinary Tract Infection Tenofovir+Lamivudine kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q287,panduan klinis Epilepsy terbaru,ID,panduan klinis disease terbaru,0,Guideline / Evidence Lookup,0.91655445,Management / Treatment Selection,0.03650859,0.8800459,0.097233236,0.4615992,0.44116762,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Evidence / Guideline Lookup,0.6158066,Management / Treatment,0.5868623,0.028944254,False,0.586862,0.528321,0.370782,0.541863,0.437197,0.615807,0.545039,0.56875,0.502238,0.130447
Q288,apakah Trastuzumab aman untuk Non-Small Cell Lung Cancer dengan hypertension,ID,apakah medicine aman untuk disease dengan hypertension,1,Safety / Contraindication,0.6357328,Interaction / Combination,0.27355102,0.3621818,0.06671201,0.22107074,0.71221733,Safety / Contraindication,Safety / Contraindication,1,True,Evidence / Guideline Lookup,0.3879628,Pharmacotherapy,0.35279226,0.035170525,False,0.317916,0.230509,0.116485,0.191406,0.352792,0.387963,0.264361,0.330772,0.27485,0.081144
Q289,Apixaban pada ibu hamil dengan Deep Vein Thrombosis,ID,medicine pada ibu hamil dengan disease,14,Safety / Contraindication,0.4391546,Dosing / Administration,0.335014,0.10414061,0.15489729,0.30920076,0.53590196,Safety / Contraindication,Safety / Contraindication,1,True,Procedures / Techniques,0.3559426,Management / Treatment,0.31004274,0.045899868,False,0.310043,0.188095,0.093516,0.218541,0.262597,0.257865,0.355943,0.292583,0.262079,0.012205
Q290,monitoring NRTIs combination pada Urinary Tract Infection parameter apa,MIXED,monitoring drugclass pada disease parameter apa,6,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.659453,Diagnosis / Differential Diagnosis,0.48401013,0.17544284,False,0.44704,0.48401,0.412973,0.437754,0.659453,0.413069,0.315688,0.455548,0.381279,0.184289
Q291,Peptic Ulcer Disease dengan hypertension pilihan terapi,ID,disease dengan hypertension pilihan terapi,1,Management / Treatment Selection,0.9814245,Guideline / Evidence Lookup,0.009684746,0.97173977,0.03338315,0.14605094,0.8205659,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.41281173,Evidence / Guideline Lookup,0.40712452,0.005687207,False,0.412812,0.326082,0.146677,0.241199,0.288363,0.407125,0.286471,0.377038,0.340556,0.101438
Q292,Amoxicillin vs Amoxicillin efficacy in HIV/AIDS,EN,medicine vs medicine efficacy in disease,0,Comparative Treatment Choice,0.9547989,Safety / Contraindication,0.02149563,0.93330324,0.04129908,0.8265778,0.13212314,Comparative Treatment Choice,Comparative Treatment Choice; Efficacy / Outcomes,2,True,Pharmacotherapy,0.5286352,Management / Treatment,0.43222964,0.096405566,False,0.43223,0.342168,0.306134,0.367672,0.528635,0.329424,0.401019,0.419474,0.39375,0.136194
Q293,resistensi Prednisolone pada Asthma alternatif Azithromycin,ID,resistensi medicine pada disease alternatif medicine,0,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.41444623,Epidemiology / Prognosis,0.35917714,0.055269092,False,0.326603,0.277037,0.207236,0.322361,0.414446,0.347899,0.305079,0.359177,0.301297,0.09555
Q294,dosis titrasi Levothyroxine Hyperthyroidism toleransi pasien,MIXED,dosis titrasi medicine disease toleransi pasien,5,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.39480203,Pharmacotherapy,0.3898939,0.0049081445,False,0.349012,0.325368,0.193371,0.275941,0.389894,0.343839,0.283977,0.394802,0.315215,-0.001069
Q295,switch from Sertraline to Venlafaxine in Major Depressive Disorder,EN,switch from medicine to medicine in disease,0,Treatment Change / Escalation,0.9863862,Dosing / Administration,0.006705008,0.9796812,0.03939372,0.30122343,0.6593829,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.42528063,Pharmacotherapy,0.4076186,0.017662019,False,0.425281,0.240374,0.272614,0.373262,0.407619,0.346428,0.401849,0.330152,0.349958,0.072468
Q296,resistensi Bedaquiline pada Tuberculosis alternatif Rifampicin,ID,resistensi medicine pada disease alternatif medicine,0,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.41444623,Epidemiology / Prognosis,0.35917714,0.055269092,False,0.326603,0.277037,0.207236,0.322361,0.414446,0.347899,0.305079,0.359177,0.301297,0.09555
Q297,Colorectal Cancer with COPD first line drug,EN,disease with copd first line drug,4,Management / Treatment Selection,0.9829118,Guideline / Evidence Lookup,0.013525843,0.969386,0.050409865,0.0926105,0.85697955,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.3565385,Management / Treatment,0.31361115,0.042927355,False,0.313611,0.302858,0.154372,0.282089,0.356538,0.287889,0.192506,0.299417,0.219786,-0.035713
Q298,penggantian Apixaban ke Rivaroxaban pada Deep Vein Thrombosis,ID,penggantian medicine ke medicine pada disease,0,Treatment Change / Escalation,0.99038905,Dosing / Administration,0.00490377,0.98548526,0.037377242,0.31200257,0.65062016,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.39711893,Procedures / Techniques,0.38902795,0.008090973,False,0.378805,0.222499,0.249126,0.334792,0.397119,0.335479,0.389028,0.322685,0.324192,0.030509
Q299,Zinc hepatic impairment dose in Stunting / Malnutrition,EN,medicine hepatic impairment dose in disease,3,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.32883036,Evidence / Guideline Lookup,0.26495534,0.06387502,False,0.197985,0.202103,0.118141,0.204014,0.32883,0.264955,0.15193,0.25321,0.206036,-0.02566
Q300,dosis Apixaban pada Community-acquired Pneumonia pasien CKD aman tidak,MIXED,dosis medicine pada disease pasien ckd aman tidak,4,Safety / Contraindication,0.44045463,Dosing / Administration,0.29738855,0.14306608,0.14121625,0.21273483,0.6460489,Safety / Contraindication,Safety / Contraindication; Dosing / Administration,2,True,Pharmacotherapy,0.42500952,Epidemiology / Prognosis,0.3755155,0.049494028,False,0.304135,0.311173,0.191188,0.313157,0.42501,0.375154,0.30104,0.375516,0.261688,0.06099
Q301,monitoring parameters Topiramate in Epilepsy,EN,monitoring parameters medicine in disease,6,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.5805537,Diagnosis / Differential Diagnosis,0.5125228,0.068030894,False,0.509286,0.512523,0.450211,0.511347,0.580554,0.440554,0.447351,0.496787,0.459461,0.158099
Q302,dosis titrasi Topiramate Migraine toleransi pasien,MIXED,dosis titrasi medicine disease toleransi pasien,5,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.39480203,Pharmacotherapy,0.3898939,0.0049081445,False,0.349012,0.325368,0.193371,0.275941,0.389894,0.343839,0.283977,0.394802,0.315215,-0.001069
Q303,Parkinson Disease treatment algorithm Dopaminergic agents first line,EN,disease treatment algorithm drugclass first line,6,Management / Treatment Selection,0.9139531,Guideline / Evidence Lookup,0.07021824,0.84373486,0.036884844,0.17585123,0.78726393,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.5402144,Management / Treatment,0.5134928,0.026721597,False,0.513493,0.295708,0.342317,0.281455,0.540214,0.337696,0.34342,0.350368,0.35834,0.154298
