query_id,query_text,language,therapeutic_area,query_length_band,entity_complexity,context_complexity,cluster_id,liang_final_intent,liang_top_probability,liang_probability_margin,prototype_top_intent,ambiguity_margin,matched_annotation_rules,n_rule_matches,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,intent_top_level,intent_subtype,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes,sampling_reasons
Q196,Gout risk stratification approach,EN,Rheumatology,short,2-3 entities,none,9,Monitoring / Response / Risk Assessment,0.98009765,0.9730854,Epidemiology / Prognosis,0.025828153,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,0.5332895,0.119047016,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,3,unanimous,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,high,model_assisted_schema_review,False,pilot_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: unanimous (rule=Monitoring / Response / Risk Assessment; prototype=Monitoring / Response / Risk Assessment; cluster=Monitoring / Response / Risk Assessment).",pilot; short_query
Q197,monitoring terapi Bedaquiline pada MDR Tuberculosis,ID,Pulmonology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9323255,0.9089796,Pharmacotherapy,0.017736495,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.54489547,0.006013751,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q201,interaksi obat Semaglutide dan Liraglutide pada Obesity,ID,Endocrinology,medium,4+ entities,none,0,Interaction / Combination,0.9658287,0.9564689,Pharmacotherapy,0.18101364,Interaction / Combination,1,Interaction / Combination,Comparative Treatment Choice,0.5584078,0.011051476,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,gold_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,prototype_cluster_against_rule; low_candidate_prototype_margin; rare_intent
Q204,Iron preparations mechanism untuk Iron Deficiency Anaemia bagaimana cara kerjanya,MIXED,Haematology,long,2-3 entities,none,6,Mechanism / Background Knowledge,0.96171975,0.9523075,Pharmacotherapy,0.18969372,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5507506,0.10586411,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; long_query
Q206,Ischaemic Stroke pada anak dosis Aspirin,ID,Neurology,short,2-3 entities,multiple slots,10,Dosing / Administration,0.9359979,0.9093259,Epidemiology / Prognosis,0.017439306,Dosing / Administration,1,Dosing / Administration,Dosing / Administration,0.41690025,0.0358662,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Pharmacotherapy,Dosing / Administration,high,model_assisted_schema_review,False,gold_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).,low_prototype_margin; short_query
Q217,algoritma terapi Heart Failure step up,ID,Cardiology,short,2-3 entities,none,11,Management / Treatment Selection,0.984469,0.97610027,Management / Treatment,0.0891943,Management / Treatment Selection,1,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment,Management / Treatment Selection,high,model_assisted_schema_review,False,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: unanimous (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Management / Treatment Selection).,short_query
Q223,Rivaroxaban efficacy pada Community-acquired Pneumonia clinical outcome data,MIXED,Pulmonology,medium,2-3 entities,none,0,Efficacy / Outcomes,0.985386,0.97804695,Epidemiology / Prognosis,0.003800869,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,two_signal_including_rule; low_prototype_margin; rare_intent
Q225,Psoriasis dengan elderly patients pilihan drug terbaik,MIXED,Dermatology,medium,2-3 entities,one slot,8,Management / Treatment Selection,0.9921794,0.987661,Pharmacotherapy,0.10332903,Management / Treatment Selection,1,Management / Treatment Selection,Comparative Treatment Choice,0.43838927,0.045255184,Efficacy / Outcomes,Efficacy / Outcomes,,1,three_way_disagreement,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Efficacy / Outcomes).,three_way_disagreement
Q227,Spironolactone contraindication in Heart Failure with hypertension,EN,Cardiology,medium,2-3 entities,none,1,Dosing / Administration,0.40195975,0.0023902655,Evidence / Guideline Lookup,0.07654327,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.4354076,0.0028132498,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'.",pilot; three_way_disagreement; phase2_model_disagreement; low_candidate_prototype_margin
Q231,kombinasi Piperacillin-tazobactam dan Norepinephrine pada Sepsis aman atau tidak,MIXED,Critical Care,medium,4+ entities,one slot,0,Interaction / Combination,0.9430835,0.9159338,Pharmacotherapy,0.05207646,Interaction / Combination; Safety / Contraindication,2,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,gold_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,prototype_cluster_against_rule; multi_cue_boundary; rare_intent
Q232,Prednisolone side effect pada pasien Rheumatoid Arthritis apa saja,MIXED,Rheumatology,medium,2-3 entities,none,0,Safety / Contraindication,0.41915825,0.036764055,Pharmacotherapy,0.0040703714,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q234,PD-1 inhibitors mechanism untuk Non-Small Cell Lung Cancer bagaimana cara kerjanya,MIXED,Oncology,long,2-3 entities,none,6,Mechanism / Background Knowledge,0.96171975,0.9523075,Pharmacotherapy,0.18969372,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5507506,0.10586411,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; long_query
Q235,Artemether-lumefantrine vs Artemether-lumefantrine untuk Typhoid Fever,ID,Infectious Disease,short,2-3 entities,one slot,0,Comparative Treatment Choice,0.98687124,0.9820754,Pharmacotherapy,0.047557205,Comparative Treatment Choice,1,Comparative Treatment Choice,Comparative Treatment Choice,0.5567372,0.095769495,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,rare_intent; short_query
Q236,biomarkers Chronic Myeloid Leukaemia treatment response Imatinib,EN,Oncology,medium,2-3 entities,none,0,Safety / Contraindication,0.41025126,0.022016495,Evidence / Guideline Lookup,0.017547905,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Efficacy / Outcomes,0.5303659,0.054282725,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,pilot_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Safety / Contraindication' was not retained because the explicit request maps to 'Monitoring / Response / Risk Assessment'.",pilot; three_way_disagreement; phase2_model_disagreement
Q240,Antituberculotics terbaru untuk Tuberculosis 2024,MIXED,Pulmonology,short,2-3 entities,multiple slots,6,Guideline / Evidence Lookup,0.8966595,0.8470768,Pharmacotherapy,0.07572538,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Management / Treatment Selection,0.3999927,0.012185276,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q242,penanganan Type 2 Diabetes Mellitus di ICU panduan 2023,ID,Endocrinology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.91573614,0.88077676,Epidemiology / Prognosis,0.033718884,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4808632,0.031840354,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q243,Mycophenolate mofetil dosing in Rheumatoid Arthritis with diabetes,EN,Rheumatology,medium,2-3 entities,one slot,2,Dosing / Administration,0.41855136,0.028951436,Pharmacotherapy,0.1284061,Dosing / Administration,1,Dosing / Administration,Comparative Treatment Choice,0.4289724,0.007306546,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: three_way_disagreement (rule=Dosing / Administration; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).,pilot; three_way_disagreement; low_candidate_prototype_margin
Q244,Semaglutide vs Liraglutide untuk Obesity,ID,Endocrinology,short,4+ entities,one slot,0,Comparative Treatment Choice,0.98687124,0.9820754,Pharmacotherapy,0.047557205,Comparative Treatment Choice,1,Comparative Treatment Choice,Comparative Treatment Choice,0.5567372,0.095769495,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,rare_intent; short_query
Q248,Type 1 Diabetes Mellitus first line Basal insulins evidence based,MIXED,Endocrinology,long,2-3 entities,none,6,Guideline / Evidence Lookup,0.7298272,0.48857287,Pharmacotherapy,0.09217778,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary; long_query
Q249,Sitagliptin pada pasien elderly Type 2 Diabetes Mellitus apa perlu adjustment,MIXED,Endocrinology,long,2-3 entities,multiple slots,8,Dosing / Administration,0.92477244,0.89046913,Management / Treatment,0.011871427,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.45368794,0.02272445,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,pilot; prototype_cluster_against_rule; low_prototype_margin; long_query
Q250,efek samping Vitamin K antagonists pada Atrial Fibrillation,ID,Cardiology,medium,2-3 entities,none,0,Monitoring / Response / Risk Assessment,0.58801824,0.4597299,Pharmacotherapy,0.14162001,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.4656067,0.017686933,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement; low_candidate_prototype_margin
Q253,Imatinib side effect pada pasien Chronic Myeloid Leukaemia apa saja,MIXED,Oncology,long,2-3 entities,none,0,Safety / Contraindication,0.41915825,0.036764055,Pharmacotherapy,0.0040703714,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin; long_query
Q255,kontraindikasi Salmeterol pada Asthma dengan immunocompromised,MIXED,Pulmonology,short,2-3 entities,none,0,Safety / Contraindication,0.8615675,0.82925475,Diagnosis / Differential Diagnosis,0.0052369535,Safety / Contraindication,1,Safety / Contraindication,Prophylaxis / Maintenance,0.47429535,0.02401504,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).",three_way_disagreement; low_prototype_margin; short_query
Q256,Antituberculotics role in MDR Tuberculosis pathophysiology,EN,Pulmonology,short,2-3 entities,none,6,Mechanism / Background Knowledge,0.9630916,0.953808,Pharmacotherapy,0.118331194,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; short_query
Q261,Penicillins role in HIV/AIDS pathophysiology,EN,Infectious Disease,short,2-3 entities,none,6,Mechanism / Background Knowledge,0.9630916,0.953808,Pharmacotherapy,0.118331194,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,pilot_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,pilot; rare_intent; short_query
Q262,kombinasi Piperacillin-tazobactam dan Meropenem pada Sepsis aman atau tidak,MIXED,Critical Care,medium,4+ entities,one slot,0,Interaction / Combination,0.9430835,0.9159338,Pharmacotherapy,0.05207646,Interaction / Combination; Safety / Contraindication,2,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,gold_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,prototype_cluster_against_rule; multi_cue_boundary; rare_intent
Q263,titration protocol Levothyroxine in Hypothyroidism,EN,Endocrinology,short,2-3 entities,none,5,Dosing / Administration,0.37508363,0.10218626,Procedures / Techniques,0.0025033057,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,pilot; prototype_cluster_against_rule; low_prototype_margin; short_query
Q266,monitoring terapi Artemether-lumefantrine pada Typhoid Fever,ID,Infectious Disease,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9323255,0.9089796,Pharmacotherapy,0.017736495,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.54489547,0.006013751,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q267,Adalimumab side effect pada pasien Gout apa saja,MIXED,Rheumatology,medium,2-3 entities,none,0,Safety / Contraindication,0.41915825,0.036764055,Pharmacotherapy,0.0040703714,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q268,Beta blockers non-selective mechanism of action in Hypertension in Pregnancy,EN,Obstetrics,long,2-3 entities,one slot,6,Mechanism / Background Knowledge,0.9610921,0.9522671,Pharmacotherapy,0.20812738,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.57746506,0.10379565,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; long_query
Q269,Sertraline efficacy pada Major Depressive Disorder clinical outcome data,MIXED,Psychiatry,medium,2-3 entities,none,0,Efficacy / Outcomes,0.985386,0.97804695,Epidemiology / Prognosis,0.003800869,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,two_signal_including_rule; low_prototype_margin; rare_intent
Q284,Proton pump inhibitors adverse effects monitoring in Peptic Ulcer Disease,EN,Gastroenterology,long,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.890431,0.8371518,Pharmacotherapy,0.14702606,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; phase2_model_disagreement; multi_cue_boundary; long_query
Q288,apakah Trastuzumab aman untuk Non-Small Cell Lung Cancer dengan hypertension,ID,Oncology,long,2-3 entities,none,1,Safety / Contraindication,0.6357328,0.3621818,Evidence / Guideline Lookup,0.035170525,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.4127983,0.017146975,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration).",three_way_disagreement; low_candidate_prototype_margin; long_query
Q292,Amoxicillin vs Amoxicillin efficacy in HIV/AIDS,EN,Infectious Disease,short,2-3 entities,one slot,0,Comparative Treatment Choice,0.9547989,0.93330324,Pharmacotherapy,0.096405566,Comparative Treatment Choice; Efficacy / Outcomes,2,Comparative Treatment Choice,Comparative Treatment Choice,0.64594364,0.043855608,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,medium,model_assisted_schema_review,True,pilot_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; multi_cue_boundary; rare_intent; short_query
Q298,penggantian Apixaban ke Rivaroxaban pada Deep Vein Thrombosis,ID,Haematology,medium,4+ entities,none,0,Treatment Change / Escalation,0.99038905,0.98548526,Pharmacotherapy,0.008090973,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.52078336,0.015999794,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",pilot; prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q301,monitoring parameters Topiramate in Epilepsy,EN,Neurology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9854785,0.97904205,Pharmacotherapy,0.068030894,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q304,target Major Depressive Disorder sudah tercapai kapan maintenance Venlafaxine,MIXED,Psychiatry,medium,2-3 entities,none,0,Prophylaxis / Maintenance,0.9632334,0.9523321,Management / Treatment,0.0067189336,Prophylaxis / Maintenance,1,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6348169,0.1253137,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).,two_signal_including_rule; low_prototype_margin; rare_intent
