query_id,query_text,cluster_id,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_second_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,schema_adjudicated_intent,gold_set_membership,review_flag
Q200,Tuberculosis risk stratification approach,9,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,0.5332895,0.41424248,0.119047016,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,3,unanimous,Monitoring / Response / Risk Assessment,not_reviewed,False
Q201,interaksi obat Semaglutide dan Liraglutide pada Obesity,0,Interaction / Combination,Comparative Treatment Choice,0.5584078,0.5473563,0.011051476,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Interaction / Combination,gold_reviewed,True
Q202,HIV/AIDS with obesity first line drug,2,Management / Treatment Selection,Management / Treatment Selection,0.40682024,0.37038922,0.036431015,Comparative Treatment Choice,Safety / Contraindication,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q203,Corticosteroids in pregnancy and Sepsis,14,Safety / Contraindication,Safety / Contraindication,0.44444117,0.33284876,0.11159241,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q204,Iron preparations mechanism untuk Iron Deficiency Anaemia bagaimana cara kerjanya,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5507506,0.4448865,0.10586411,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,gold_reviewed,False
Q205,terapi profilaksis Typhoid Fever dengan Artemether-lumefantrine,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.59396416,0.50952107,0.08444309,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q206,Ischaemic Stroke pada anak dosis Aspirin,10,Dosing / Administration,Dosing / Administration,0.41690025,0.38103405,0.0358662,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,gold_reviewed,False
Q207,Ramipril combination therapy Hypertension,0,Interaction / Combination,Interaction / Combination,0.59696394,0.57543284,0.021531105,Prophylaxis / Maintenance,Comparative Treatment Choice,Interaction / Combination,2,two_signal_including_rule,Interaction / Combination,not_reviewed,True
Q208,terapi profilaksis Hypertension dengan Ramipril,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.59396416,0.50952107,0.08444309,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q209,switch from Tenofovir+Lamivudine to Tenofovir+Lamivudine in Urinary Tract Infection,0,Treatment Change / Escalation,Management / Treatment Selection,0.5299046,0.48177612,0.048128486,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q210,switch dari Venlafaxine ke Escitalopram Major Depressive Disorder progresif,0,Treatment Change / Escalation,Comparative Treatment Choice,0.43255907,0.43103832,0.0015207529,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q211,Tuberculosis dengan atrial fibrillation pilihan terapi,13,Management / Treatment Selection,Prophylaxis / Maintenance,0.3174967,0.28662866,0.030868024,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,2,prototype_cluster_against_rule,Management / Treatment Selection,not_reviewed,True
Q212,is Salmeterol safe in COPD with anaemia,12,Safety / Contraindication,Comparative Treatment Choice,0.3675122,0.32610634,0.041405857,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q213,prophylaxis Hypertension Amlodipine kapan bisa dihentikan,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6768577,0.429256,0.24760172,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q214,Clozapine hepatic impairment dose in Schizophrenia,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q215,Ferrous sulphate drug interaction with Erythropoietin in Iron Deficiency Anaemia,0,Interaction / Combination,Interaction / Combination,0.5733186,0.559004,0.014314592,Prophylaxis / Maintenance,Comparative Treatment Choice,Interaction / Combination,2,two_signal_including_rule,Interaction / Combination,not_reviewed,True
Q216,Hyperthyroidism guideline update 2024 summary,0,Guideline / Evidence Lookup,Guideline / Evidence Lookup,0.5225044,0.37499854,0.14750585,Prophylaxis / Maintenance,Comparative Treatment Choice,Guideline / Evidence Lookup,2,two_signal_including_rule,Guideline / Evidence Lookup,not_reviewed,True
Q217,algoritma terapi Heart Failure step up,11,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.39938256,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment Selection,gold_reviewed,False
Q218,kapan mulai terapi Methimazole pada Hyperthyroidism,0,Management / Treatment Selection,Management / Treatment Selection,0.5741702,0.5140454,0.060124755,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q219,Diabetes Insipidus dengan diabetes pilihan drug terbaik,2,Management / Treatment Selection,Management / Treatment Selection,0.50303394,0.46361175,0.039422184,Comparative Treatment Choice,Safety / Contraindication,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q220,dosis titrasi Nivolumab Colorectal Cancer toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q221,Chronic Lymphocytic Leukaemia risk stratification approach,9,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,0.5332895,0.41424248,0.119047016,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,3,unanimous,Monitoring / Response / Risk Assessment,not_reviewed,False
Q222,MDR Tuberculosis with heart failure first line drug,7,Management / Treatment Selection,Management / Treatment Selection,0.39058715,0.37733567,0.013251483,Comparative Treatment Choice,Safety / Contraindication,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q223,Rivaroxaban efficacy pada Community-acquired Pneumonia clinical outcome data,0,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.54532415,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,gold_reviewed,True
Q224,Losartan hepatic impairment dose in Hypertension,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q225,Psoriasis dengan elderly patients pilihan drug terbaik,8,Management / Treatment Selection,Comparative Treatment Choice,0.43838927,0.3931341,0.045255184,Efficacy / Outcomes,Efficacy / Outcomes,,1,three_way_disagreement,Management / Treatment Selection,gold_reviewed,True
Q226,target Gout sudah tercapai kapan maintenance Secukinumab,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6348169,0.5095032,0.1253137,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q227,Spironolactone contraindication in Heart Failure with hypertension,1,Safety / Contraindication,Comparative Treatment Choice,0.4354076,0.43259436,0.0028132498,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,pilot_reviewed,True
Q228,is Aspirin safe in Ischaemic Stroke with diabetes,2,Safety / Contraindication,Comparative Treatment Choice,0.38707983,0.38154012,0.0055397153,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q229,Hyperthyroidism treatment algorithm Antithyroid agents first line,6,Management / Treatment Selection,Management / Treatment Selection,0.65461355,0.4780019,0.17661166,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q230,Cyclosporine contraindication in Disseminated Intravascular Coagulation with immunocompromised,0,Safety / Contraindication,Prophylaxis / Maintenance,0.4734186,0.4439527,0.029465884,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Safety / Contraindication,not_reviewed,True
Q231,kombinasi Piperacillin-tazobactam dan Norepinephrine pada Sepsis aman atau tidak,0,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.515026,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Interaction / Combination,gold_reviewed,True
Q232,Prednisolone side effect pada pasien Rheumatoid Arthritis apa saja,0,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.52915055,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,gold_reviewed,True
Q233,kontraindikasi Budesonide pada Asthma dengan COPD,4,Safety / Contraindication,Guideline / Evidence Lookup,0.4231492,0.39776108,0.025388122,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q234,PD-1 inhibitors mechanism untuk Non-Small Cell Lung Cancer bagaimana cara kerjanya,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5507506,0.4448865,0.10586411,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,gold_reviewed,False
Q235,Artemether-lumefantrine vs Artemether-lumefantrine untuk Typhoid Fever,0,Comparative Treatment Choice,Comparative Treatment Choice,0.5567372,0.4609677,0.095769495,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,gold_reviewed,False
Q236,biomarkers Chronic Myeloid Leukaemia treatment response Imatinib,0,Monitoring / Response / Risk Assessment,Efficacy / Outcomes,0.5303659,0.47608316,0.054282725,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,pilot_reviewed,True
Q237,monitoring BCR-ABL inhibitors pada Chronic Myeloid Leukaemia parameter apa,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.48822746,0.45789847,0.030328989,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,not_reviewed,True
Q238,Basal insulins in pregnancy and Type 1 Diabetes Mellitus,14,Safety / Contraindication,Safety / Contraindication,0.44444117,0.33284876,0.11159241,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q239,Ramipril pada pasien elderly Hypertension apa perlu adjustment,8,Dosing / Administration,Efficacy / Outcomes,0.45368794,0.4309635,0.02272445,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q240,Antituberculotics terbaru untuk Tuberculosis 2024,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.3999927,0.38780743,0.012185276,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q241,dosis Dupilumab untuk pasien Psoriasis,10,Dosing / Administration,Dosing / Administration,0.5840998,0.48194748,0.10215235,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q242,penanganan Type 2 Diabetes Mellitus di ICU panduan 2023,0,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4808632,0.44902286,0.031840354,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q243,Mycophenolate mofetil dosing in Rheumatoid Arthritis with diabetes,2,Dosing / Administration,Comparative Treatment Choice,0.4289724,0.42166585,0.007306546,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Dosing / Administration,pilot_reviewed,True
Q244,Semaglutide vs Liraglutide untuk Obesity,0,Comparative Treatment Choice,Comparative Treatment Choice,0.5567372,0.4609677,0.095769495,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,gold_reviewed,False
Q245,kapan mulai terapi Pembrolizumab pada Non-Small Cell Lung Cancer,0,Management / Treatment Selection,Management / Treatment Selection,0.5741703,0.51404554,0.060124755,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q246,add on therapy Urinary Tract Infection after Tenofovir+Lamivudine failure,0,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.54158145,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q247,resistensi Aspirin pada Ischaemic Stroke alternatif Alteplase,0,Treatment Change / Escalation,Comparative Treatment Choice,0.52945685,0.4643262,0.06513065,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q248,Type 1 Diabetes Mellitus first line Basal insulins evidence based,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.4985875,0.4398679,0.058719575,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q249,Sitagliptin pada pasien elderly Type 2 Diabetes Mellitus apa perlu adjustment,8,Dosing / Administration,Efficacy / Outcomes,0.45368794,0.4309635,0.02272445,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,pilot_reviewed,True
Q250,efek samping Vitamin K antagonists pada Atrial Fibrillation,0,Safety / Contraindication,Comparative Treatment Choice,0.4656067,0.44791976,0.017686933,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,pilot_reviewed,True
Q251,Bipolar Disorder risk stratification approach,9,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,0.5332895,0.41424248,0.119047016,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,3,unanimous,Monitoring / Response / Risk Assessment,not_reviewed,False
Q252,latest guideline Major Depressive Disorder management 2022,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.52027947,0.46129236,0.05898711,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q253,Imatinib side effect pada pasien Chronic Myeloid Leukaemia apa saja,0,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.52915055,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,gold_reviewed,True
Q254,NRTIs combination role in Urinary Tract Infection pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q255,kontraindikasi Salmeterol pada Asthma dengan immunocompromised,0,Safety / Contraindication,Prophylaxis / Maintenance,0.47429535,0.4502803,0.02401504,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Safety / Contraindication,gold_reviewed,True
Q256,Antituberculotics role in MDR Tuberculosis pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,gold_reviewed,False
Q257,switch from Imatinib to Imatinib in Chronic Myeloid Leukaemia,0,Treatment Change / Escalation,Management / Treatment Selection,0.5299046,0.48177612,0.048128486,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q258,when to start Alteplase in Ischaemic Stroke,0,Management / Treatment Selection,Management / Treatment Selection,0.5849273,0.45099577,0.13393155,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q259,monitoring Atypical antipsychotics pada Schizophrenia parameter apa,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.48822746,0.45789847,0.030328989,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,not_reviewed,True
Q260,terapi profilaksis Schizophrenia dengan Risperidone,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.59396416,0.50952107,0.08444309,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q261,Penicillins role in HIV/AIDS pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,pilot_reviewed,False
Q262,kombinasi Piperacillin-tazobactam dan Meropenem pada Sepsis aman atau tidak,0,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.515026,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Interaction / Combination,gold_reviewed,True
Q263,titration protocol Levothyroxine in Hypothyroidism,5,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.48834637,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,pilot_reviewed,True
Q264,dosis Levothyroxine untuk pasien Hypothyroidism,10,Dosing / Administration,Dosing / Administration,0.5840998,0.48194748,0.10215235,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q265,renal dose adjustment Allopurinol in Psoriatic Arthritis,1,Dosing / Administration,Dosing / Administration,0.5813786,0.4211757,0.16020289,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q266,monitoring terapi Artemether-lumefantrine pada Typhoid Fever,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.54489547,0.5388817,0.006013751,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,gold_reviewed,True
Q267,Adalimumab side effect pada pasien Gout apa saja,0,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.52915055,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,gold_reviewed,True
Q268,Beta blockers non-selective mechanism of action in Hypertension in Pregnancy,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.57746506,0.4736694,0.10379565,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,gold_reviewed,False
Q269,Sertraline efficacy pada Major Depressive Disorder clinical outcome data,0,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.54532415,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,gold_reviewed,True
Q270,Bedaquiline pada pasien elderly MDR Tuberculosis apa perlu adjustment,8,Dosing / Administration,Efficacy / Outcomes,0.45368794,0.4309635,0.02272445,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q271,switch dari Alteplase ke Aspirin Ischaemic Stroke progresif,0,Treatment Change / Escalation,Comparative Treatment Choice,0.43255907,0.43103832,0.0015207529,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q272,CNS stimulants role in Breast Cancer HER2-positive pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q273,Calcium channel blockers terbaru untuk Acute Coronary Syndrome 2025,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.42417216,0.40342084,0.020751327,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q274,resistensi Alendronate pada Osteoporosis alternatif Alendronate,0,Treatment Change / Escalation,Comparative Treatment Choice,0.52945685,0.4643262,0.06513065,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q275,obat MDR Tuberculosis lini pertama Antituberculotics,6,Management / Treatment Selection,Management / Treatment Selection,0.47118554,0.41327143,0.057914108,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q276,monitoring parameters Atorvastatin in Acute Coronary Syndrome,6,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.51214546,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,not_reviewed,True
Q277,Amoxicillin hepatic impairment dose in HIV/AIDS,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q278,add on Furosemide setelah Furosemide gagal Nephrotic Syndrome,0,Treatment Change / Escalation,Management / Treatment Selection,0.54273015,0.5365323,0.00619787,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q279,prophylaxis MDR Tuberculosis Bedaquiline kapan bisa dihentikan,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6768577,0.429256,0.24760172,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q280,algoritma terapi Malaria step up,11,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.39938256,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment Selection,not_reviewed,False
Q281,NRTIs combination mechanism of action in Urinary Tract Infection,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5774651,0.47366923,0.103795886,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,not_reviewed,False
Q282,Vasopressin analogues kontraindikasi pada Diabetes Insipidus dengan hypertension,1,Safety / Contraindication,Comparative Treatment Choice,0.38513467,0.36624676,0.018887907,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,not_reviewed,True
Q283,monitoring Centrally acting antihypertensives pada Hypertension in Pregnancy parameter apa,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.48822746,0.45789847,0.030328989,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,not_reviewed,True
Q284,Proton pump inhibitors adverse effects monitoring in Peptic Ulcer Disease,6,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.4623251,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Safety / Contraindication,pilot_reviewed,True
Q285,Olanzapine vs Lithium in Bipolar Disorder patients,0,Comparative Treatment Choice,Comparative Treatment Choice,0.604421,0.5031011,0.10131991,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q286,prophylaxis Urinary Tract Infection Tenofovir+Lamivudine kapan bisa dihentikan,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6768577,0.429256,0.24760172,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q287,panduan klinis Epilepsy terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.57643974,0.54683703,0.029602706,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q288,apakah Trastuzumab aman untuk Non-Small Cell Lung Cancer dengan hypertension,1,Safety / Contraindication,Comparative Treatment Choice,0.4127983,0.3956513,0.017146975,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,gold_reviewed,True
Q289,Apixaban pada ibu hamil dengan Deep Vein Thrombosis,14,Safety / Contraindication,Safety / Contraindication,0.4631558,0.32509786,0.13805795,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q290,monitoring NRTIs combination pada Urinary Tract Infection parameter apa,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.48822746,0.45789847,0.030328989,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,not_reviewed,True
Q291,Peptic Ulcer Disease dengan hypertension pilihan terapi,1,Management / Treatment Selection,Management / Treatment Selection,0.3916319,0.3911435,0.00048840046,Dosing / Administration,Dosing / Administration,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q292,Amoxicillin vs Amoxicillin efficacy in HIV/AIDS,0,Comparative Treatment Choice,Comparative Treatment Choice,0.64594364,0.60208803,0.043855608,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,pilot_reviewed,True
Q293,resistensi Prednisolone pada Asthma alternatif Azithromycin,0,Treatment Change / Escalation,Comparative Treatment Choice,0.52945685,0.4643262,0.06513065,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q294,dosis titrasi Levothyroxine Hyperthyroidism toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q295,switch from Sertraline to Venlafaxine in Major Depressive Disorder,0,Treatment Change / Escalation,Management / Treatment Selection,0.5299046,0.48177612,0.048128486,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q296,resistensi Bedaquiline pada Tuberculosis alternatif Rifampicin,0,Treatment Change / Escalation,Comparative Treatment Choice,0.52945685,0.4643262,0.06513065,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
