query_id,query_text,liang_final_intent,rule_intent_signal,prototype_intent_signal,cluster_intent_signal,signal_plurality_intent,signal_agreement,schema_adjudicated_intent,matched_annotation_rules,n_rule_matches,label_confidence,annotation_notes,rule_matches_final,prototype_matches_final,cluster_matches_final,passes_agree,review_design
Q284,Proton pump inhibitors adverse effects monitoring in Peptic Ulcer Disease,Monitoring / Response / Risk Assessment,Safety / Contraindication,Monitoring / Response / Risk Assessment,Mechanism / Background Knowledge,,three_way_disagreement,Safety / Contraindication,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q288,apakah Trastuzumab aman untuk Non-Small Cell Lung Cancer dengan hypertension,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Dosing / Administration,,three_way_disagreement,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Dosing / Administration).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q292,Amoxicillin vs Amoxicillin efficacy in HIV/AIDS,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,Comparative Treatment Choice,Comparative Treatment Choice; Efficacy / Outcomes,2,medium,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q298,penggantian Apixaban ke Rivaroxaban pada Deep Vein Thrombosis,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Treatment Change / Escalation,Treatment Change / Escalation,1,low,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q301,monitoring parameters Topiramate in Epilepsy,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,low,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q304,target Major Depressive Disorder sudah tercapai kapan maintenance Venlafaxine,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q308,MDR Tuberculosis dengan CKD pilihan drug terbaik,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Safety / Contraindication,,three_way_disagreement,Management / Treatment Selection,Management / Treatment Selection,1,low,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q309,Bedaquiline long term outcomes MDR Tuberculosis,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,Efficacy / Outcomes,Efficacy / Outcomes,1,medium,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q312,Tuberculosis prophylaxis Isoniazid indication,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q313,indikasi Losartan pada Chronic Kidney Disease guideline terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q315,latest guideline Rheumatoid Arthritis management 2023,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q316,Lansoprazole vs Omeprazole untuk pasien Peptic Ulcer Disease mana lebih efektif,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,Comparative Treatment Choice,Comparative Treatment Choice,1,high,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q317,Methylphenidate efficacy pada Breast Cancer HER2-positive clinical outcome data,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,Efficacy / Outcomes,Efficacy / Outcomes,1,medium,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q318,Venlafaxine vs Escitalopram efficacy in Major Depressive Disorder,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,Comparative Treatment Choice,Comparative Treatment Choice; Efficacy / Outcomes,2,medium,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q320,is Bedaquiline safe in Tuberculosis with hepatic impairment,Safety / Contraindication,Safety / Contraindication,Dosing / Administration,Dosing / Administration,Dosing / Administration,prototype_cluster_against_rule,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Dosing / Administration; cluster=Dosing / Administration).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q323,efek samping Inhaled corticosteroids pada Asthma,Monitoring / Response / Risk Assessment,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'.",True,False,False,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q324,monitoring parameters Aspirin in Stable Angina,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,low,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q327,kombinasi Desmopressin dan Desmopressin pada Diabetes Insipidus aman atau tidak,Interaction / Combination,Interaction / Combination,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Interaction / Combination,Interaction / Combination; Safety / Contraindication,2,low,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q328,kombinasi Piperacillin-tazobactam dan Hydrocortisone pada Sepsis aman atau tidak,Interaction / Combination,Interaction / Combination,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Interaction / Combination,Interaction / Combination; Safety / Contraindication,2,low,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q330,Lithium side effect pada pasien Bipolar Disorder apa saja,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q334,Community-acquired Pneumonia prophylaxis Apixaban indication,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q335,Metronidazole vs Omeprazole untuk pasien Pulmonary Embolism mana lebih efektif,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,Comparative Treatment Choice,Comparative Treatment Choice,1,high,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q336,Lithium contraindication in Bipolar Disorder with anaemia,Dosing / Administration,Safety / Contraindication,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,Safety / Contraindication,Safety / Contraindication,1,medium,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'.",True,False,True,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q339,Clozapine vs Clozapine in Schizophrenia patients,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,Comparative Treatment Choice,Comparative Treatment Choice,1,high,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q345,monitoring parameters Apixaban in Community-acquired Pneumonia,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,low,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q348,Ramipril side effect pada pasien Hypertension apa saja,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q350,Valproate resistance in Epilepsy alternative therapy,Interaction / Combination,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Treatment Change / Escalation,Treatment Change / Escalation,1,low,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Interaction / Combination' was not retained because the explicit request maps to 'Treatment Change / Escalation'.",True,False,False,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q353,Nivolumab efficacy pada Non-Small Cell Lung Cancer clinical outcome data,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,Efficacy / Outcomes,Efficacy / Outcomes,1,medium,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q361,penanganan Type 2 Diabetes Mellitus di ICU panduan 2022,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q362,tatalaksana ADHD panduan terbaru terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q363,target Type 2 Diabetes Mellitus sudah tercapai kapan maintenance Liraglutide,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q371,kapan start Losartan di Hypertension evidence terbaru terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q372,indikasi Semaglutide pada Type 2 Diabetes Mellitus guideline terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q373,add on therapy Stable Angina after Metoprolol failure,Treatment Change / Escalation,Treatment Change / Escalation,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,Treatment Change / Escalation,Treatment Change / Escalation,1,low,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q375,Tuberculosis pada anak dosis Bedaquiline,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,Dosing / Administration,Dosing / Administration,1,high,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q376,Antimalarials role in Typhoid Fever pathophysiology,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,high,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q377,latest Preeclampsia management guidelines 2024,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q383,SSRIs terbaru untuk ADHD 2023,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q386,Zinc side effect pada pasien Stunting / Malnutrition apa saja,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q387,monitoring parameters Escitalopram in ADHD,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,low,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q388,Magnesium role in Preeclampsia pathophysiology,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,high,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q389,algoritma terapi Pulmonary Embolism step up,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,unanimous,Management / Treatment Selection,Management / Treatment Selection,1,high,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: unanimous (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Management / Treatment Selection).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q394,Topical calcineurin inhibitors adverse effects monitoring in Psoriasis,Monitoring / Response / Risk Assessment,Safety / Contraindication,Monitoring / Response / Risk Assessment,Mechanism / Background Knowledge,,three_way_disagreement,Safety / Contraindication,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q396,Norepinephrine dosing in Sepsis with diabetes,Dosing / Administration,Dosing / Administration,Comparative Treatment Choice,Safety / Contraindication,,three_way_disagreement,Dosing / Administration,Dosing / Administration,1,low,requested regimen or adjustment determines the primary information need Three-signal status: three_way_disagreement (rule=Dosing / Administration; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q398,Corticosteroids terbaru untuk Sepsis 2024,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q399,Beta blockers selective mechanism untuk Atrial Fibrillation bagaimana cara kerjanya,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,high,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q403,interaksi obat Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever,Interaction / Combination,Interaction / Combination,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Interaction / Combination,Interaction / Combination,1,low,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q406,Ischaemic Stroke with pregnancy first line drug,Management / Treatment Selection,Management / Treatment Selection,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,prototype_cluster_against_rule,Management / Treatment Selection,Management / Treatment Selection; Safety / Contraindication,2,low,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q416,Urinary Tract Infection risk stratification approach,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,unanimous,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,high,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: unanimous (rule=Monitoring / Response / Risk Assessment; prototype=Monitoring / Response / Risk Assessment; cluster=Monitoring / Response / Risk Assessment).",True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q419,add on therapy Systemic Lupus Erythematosus after Methotrexate failure,Treatment Change / Escalation,Treatment Change / Escalation,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,Treatment Change / Escalation,Treatment Change / Escalation,1,low,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q422,kapan start Rivaroxaban di Deep Vein Thrombosis evidence terbaru terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
