content_id,title,content_type,source_type,language,publication_year,word_count,disease_entity,icd10_code,molecule_entity,atc_code,drug_class_entity,atc_class,therapeutic_area
C254,Clinical Practice Guideline: Preeclampsia Management 2022,guideline,who,MIXED,2022,1633,Preeclampsia,O14,Magnesium sulphate; Magnesium sulphate,A12CC02; A12CC02,Magnesium; Magnesium,A12CC; A12CC,Obstetrics
C255,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,clinical_summary,hospital_protocol,EN,2025,384,Hypertension in Pregnancy,O10,Labetalol,C07AG01,Beta blockers non-selective,C07AG,Obstetrics
C256,New Insights into Preeclampsia Pathophysiology and Treatment,article,journal,EN,2025,1746,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C257,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide,clinical_summary,clinical_practice,EN,2021,768,Hypertension in Pregnancy,O10,Labetalol,C07AG01,Beta blockers non-selective,C07AG,Obstetrics
C258,"Centrally acting antihypertensives: Mechanism, Indications, and Safety",drug_profile,drug_database,EN,2023,817,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics
C259,Panduan Klinis: Tatalaksana Preeclampsia 2020,guideline,ministry_of_health,ID,2020,2140,Preeclampsia,O14,Magnesium sulphate; Magnesium sulphate,A12CC02; A12CC02,Magnesium; Magnesium,A12CC; A12CC,Obstetrics
C260,Hypertension in Pregnancy in anaemia: Special Considerations,article,journal,EN,2024,965,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics
C261,Ringkasan Klinis: Tatalaksana Preeclampsia Terkini 2020,clinical_summary,hospital_protocol,ID,2020,607,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C262,Preeclampsia in pregnancy: Special Considerations,article,research_paper,EN,2022,2483,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C263,Tinjauan Sistematis: Beta blockers non-selective pada Hypertension in Pregnancy,review,systematic_review,ID,2020,1850,Hypertension in Pregnancy,O10,Labetalol; Methyldopa,C07AG01; C02AB01,Beta blockers non-selective; Centrally acting antihypertensives,C07AG; C02AB,Obstetrics
C264,Preeclampsia in Special Populations: Practical Guidance,clinical_summary,clinical_practice,EN,2022,559,Preeclampsia,O14,Magnesium sulphate; Magnesium sulphate,A12CC02; A12CC02,Magnesium; Magnesium,A12CC; A12CC,Obstetrics
C265,"Magnesium: Mechanism, Indications, and Safety",drug_profile,drug_database,EN,2023,926,Preeclampsia,O14,Magnesium sulphate; Magnesium sulphate,A12CC02; A12CC02,Magnesium; Magnesium,A12CC; A12CC,Obstetrics
C266,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy,drug_profile,pharmacology_reference,ID,2024,844,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics
C267,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide,clinical_summary,hospital_protocol,EN,2025,648,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics
C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,drug_profile,drug_database,EN,2022,821,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics
C269,Preeclampsia in Pregnancy: Safety and Management Guide,clinical_summary,hospital_protocol,EN,2020,479,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C270,Long-term Outcomes of Beta blockers non-selective Therapy in Hypertension in Pregnancy,article,journal,MIXED,2024,1299,Hypertension in Pregnancy,O10,Labetalol,C07AG01,Beta blockers non-selective,C07AG,Obstetrics
C271,Panduan Praktis: Memulai Magnesium sulphate pada Preeclampsia,clinical_summary,clinical_practice,ID,2024,704,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C272,National Guideline: Hypertension in Pregnancy Diagnosis and Treatment,guideline,ministry_of_health,EN,2023,2620,Hypertension in Pregnancy,O10,Labetalol,C07AG01,Beta blockers non-selective,C07AG,Obstetrics
C273,Magnesium sulphate: Farmakologi dan Penggunaan Klinis pada Preeclampsia,drug_profile,pharmacology_reference,ID,2025,920,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C274,Treatment Intensification in Preeclampsia: When and How,article,journal,EN,2023,2352,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C275,Treatment Intensification in Hypertension in Pregnancy: When and How,article,journal,MIXED,2020,1669,Hypertension in Pregnancy,O10,Labetalol,C07AG01,Beta blockers non-selective,C07AG,Obstetrics
C276,Efektivitas Magnesium pada Preeclampsia,article,research_paper,ID,2024,1652,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics
C277,"Diazepam: Pharmacology, Dosing, and Clinical Use in Febrile Seizure",drug_profile,pharmacology_reference,EN,2022,878,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics
C278,Diazepam Drug Profile: Efficacy in Febrile Seizure,drug_profile,drug_database,EN,2022,789,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics
C279,Rare Adverse Event of Zinc in Stunting / Malnutrition,case_report,case_report,EN,2023,1201,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C280,Biomarkers in Stunting / Malnutrition: Implications for Vitamin A Therapy,article,journal,EN,2025,2152,Stunting / Malnutrition,E43,Vitamin A,A11CA01,Vitamin A,A11CA,Pediatrics
C281,Stunting / Malnutrition in anaemia: Special Considerations,article,journal,EN,2025,2313,Stunting / Malnutrition,E43,Vitamin A; Vitamin A,A11CA01; A11CA01,Vitamin A; Vitamin A,A11CA; A11CA,Pediatrics
C282,New Insights into Febrile Seizure Pathophysiology and Treatment,article,research_paper,MIXED,2020,1374,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics
C283,Drug Interactions: Zinc in Stunting / Malnutrition Patients,clinical_summary,clinical_practice,EN,2023,487,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C284,Diazepam: Farmakologi dan Penggunaan Klinis pada Febrile Seizure,drug_profile,pharmacology_reference,ID,2023,456,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics
C285,Perbandingan Diazepam dan Diazepam pada Febrile Seizure,article,research_paper,ID,2025,1783,Febrile Seizure,R56.0,Diazepam; Diazepam,N05BA01; N05BA01,Benzodiazepines; Benzodiazepines,N05BA; N05BA,Pediatrics
C286,Systematic Review: Benzodiazepines in Febrile Seizure,review,meta_analysis,EN,2025,1589,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics
C287,Challenging Case: Stunting / Malnutrition with Concurrent COPD,case_report,case_report,EN,2024,965,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C288,Zinc in Stunting / Malnutrition: Real-World Outcomes,article,research_paper,MIXED,2025,1722,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C289,Case Report: Atypical Presentation of Stunting / Malnutrition,case_report,case_report,EN,2025,786,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C290,Diazepam Real-World Evidence in Febrile Seizure: A Retrospective Study,article,journal,EN,2022,1804,Febrile Seizure,R56.0,Diazepam; Diazepam,N05BA01; N05BA01,Benzodiazepines; Benzodiazepines,N05BA; N05BA,Pediatrics
C291,Perbandingan Diazepam dan Diazepam pada Febrile Seizure,article,journal,ID,2021,851,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics
C292,"Benzodiazepines: Mechanism, Indications, and Safety",drug_profile,pharmacology_reference,EN,2024,422,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics
C293,Clinical Summary: Stunting / Malnutrition Management Update 2021,clinical_summary,hospital_protocol,MIXED,2021,711,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C294,Perbandingan Zinc dan Zinc pada Stunting / Malnutrition,article,journal,ID,2023,1412,Stunting / Malnutrition,E43,Zinc; Zinc,A12CB01; A12CB01,Zinc supplements; Zinc supplements,A12CB; A12CB,Pediatrics
C295,Risk Stratification in Stunting / Malnutrition: Current Approaches,article,research_paper,MIXED,2023,1016,Stunting / Malnutrition,E43,Vitamin A; Vitamin A,A11CA01; A11CA01,Vitamin A; Vitamin A,A11CA; A11CA,Pediatrics
C296,Narrative Review: Current Evidence for Zinc supplements in Stunting / Malnutrition,review,meta_analysis,EN,2022,2805,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C297,Panduan Praktis: Memulai Vitamin A pada Stunting / Malnutrition,clinical_summary,clinical_practice,ID,2023,684,Stunting / Malnutrition,E43,Vitamin A; Zinc,A11CA01; A12CB01,Vitamin A; Zinc supplements,A11CA; A12CB,Pediatrics
C298,Clinical Practice Guideline: Stunting / Malnutrition Management 2020,guideline,who,EN,2020,1431,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics
C299,Diazepam in Febrile Seizure: Real-World Outcomes,article,journal,EN,2022,1858,Febrile Seizure,R56.0,Diazepam; Diazepam,N05BA01; N05BA01,Benzodiazepines; Benzodiazepines,N05BA; N05BA,Pediatrics
C300,Case Series: Calcineurin inhibitors in Refractory Disseminated Intravascular Coagulation,case_report,case_report,EN,2020,585,Disseminated Intravascular Coagulation,D65,Cyclosporine,L04AD01,Calcineurin inhibitors,L04AD,Critical Care
C301,Successful Management of Severe Sepsis with Norepinephrine,case_report,case_report,EN,2020,551,Sepsis,A41,Norepinephrine,C01CA03,Adrenergic agonists,C01CA,Critical Care
C302,Kasus Sulit: Disseminated Intravascular Coagulation Refrakter terhadap Secukinumab,case_report,case_report,ID,2023,1031,Disseminated Intravascular Coagulation,D65,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Critical Care
C303,Sepsis in Special Populations: Practical Guidance,clinical_summary,hospital_protocol,EN,2023,570,Sepsis,A41,Meropenem,J01DH02,Carbapenems,J01DH,Critical Care
C304,Ringkasan Klinis: Tatalaksana Sepsis Terkini 2024,clinical_summary,hospital_protocol,ID,2024,618,Sepsis,A41,Norepinephrine,C01CA03,Adrenergic agonists,C01CA,Critical Care
C305,Hydrocortisone: Farmakologi dan Penggunaan Klinis pada Sepsis,drug_profile,pharmacology_reference,ID,2020,835,Sepsis,A41,Hydrocortisone; Norepinephrine,H02AB09; C01CA03,Corticosteroids; Adrenergic agonists,H02AB; C01CA,Critical Care
C306,Sepsis in liver disease: Special Considerations,article,journal,EN,2023,2458,Sepsis,A41,Meropenem,J01DH02,Carbapenems,J01DH,Critical Care
C307,Case Series: IL-17 inhibitors in Refractory Disseminated Intravascular Coagulation,case_report,case_report,EN,2021,1016,Disseminated Intravascular Coagulation,D65,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Critical Care
C308,WHO Guideline Update: Disseminated Intravascular Coagulation 2025,guideline,professional_society,MIXED,2025,1645,Disseminated Intravascular Coagulation,D65,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Critical Care
C309,Profil Keamanan Meropenem pada Sepsis,article,research_paper,ID,2023,2151,Sepsis,A41,Meropenem,J01DH02,Carbapenems,J01DH,Critical Care
C310,Quick Reference: IL-4/IL-13 inhibitors Dosing in Disseminated Intravascular Coagulation,clinical_summary,hospital_protocol,MIXED,2020,435,Disseminated Intravascular Coagulation,D65,Dupilumab; Dupilumab,D11AH05; D11AH05,IL-4/IL-13 inhibitors; IL-4/IL-13 inhibitors,D11AH; D11AH,Critical Care
C311,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,article,research_paper,ID,2025,1546,Disseminated Intravascular Coagulation,D65,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Critical Care
C312,A Case of Disseminated Intravascular Coagulation Resistant to Cyclosporine,case_report,case_report,EN,2023,578,Disseminated Intravascular Coagulation,D65,Cyclosporine,L04AD01,Calcineurin inhibitors,L04AD,Critical Care
C313,Case Report: Atypical Presentation of Sepsis,case_report,case_report,EN,2024,525,Sepsis,A41,Hydrocortisone,H02AB09,Corticosteroids,H02AB,Critical Care
C314,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,clinical_summary,hospital_protocol,EN,2020,781,Sepsis,A41,Vancomycin,J01XA01,Glycopeptides,J01XA,Critical Care
C315,Perbandingan Hydrocortisone dan Piperacillin-tazobactam pada Sepsis,article,journal,ID,2025,2221,Sepsis,A41,Hydrocortisone,H02AB09,Corticosteroids,H02AB,Critical Care
C316,Efficacy of IL-17 inhibitors in Disseminated Intravascular Coagulation: A Cohort Study,article,research_paper,EN,2020,1983,Disseminated Intravascular Coagulation,D65,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Critical Care
C317,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,article,journal,ID,2020,1495,Disseminated Intravascular Coagulation,D65,Secukinumab; Cyclosporine,L04AC10; L04AD01,IL-17 inhibitors; Calcineurin inhibitors,L04AC; L04AD,Critical Care
C318,Switching Therapy in Sepsis: A Step-by-Step Guide,clinical_summary,clinical_practice,EN,2025,386,Sepsis,A41,Norepinephrine,C01CA03,Adrenergic agonists,C01CA,Critical Care
C319,Safety Profile of Meropenem in Sepsis,article,research_paper,MIXED,2020,1065,Sepsis,A41,Meropenem; Hydrocortisone,J01DH02; H02AB09,Carbapenems; Corticosteroids,J01DH; H02AB,Critical Care
C320,Safety Profile of Dupilumab in Disseminated Intravascular Coagulation,article,research_paper,EN,2024,1225,Disseminated Intravascular Coagulation,D65,Dupilumab; Cyclosporine,D11AH05; L04AD01,IL-4/IL-13 inhibitors; Calcineurin inhibitors,D11AH; L04AD,Critical Care
C321,Kasus Sulit: Sepsis Refrakter terhadap Norepinephrine,case_report,case_report,ID,2020,1049,Sepsis,A41,Norepinephrine; Meropenem,C01CA03; J01DH02,Adrenergic agonists; Carbapenems,C01CA; J01DH,Critical Care
C322,Disseminated Intravascular Coagulation and elderly patients: Management Challenges,article,research_paper,EN,2025,2014,Disseminated Intravascular Coagulation,D65,Dupilumab; Cyclosporine,D11AH05; L04AD01,IL-4/IL-13 inhibitors; Calcineurin inhibitors,D11AH; L04AD,Critical Care
C323,Switching Therapy in Psoriasis: A Step-by-Step Guide,clinical_summary,hospital_protocol,EN,2025,630,Psoriasis,L40,Tacrolimus topical; Tacrolimus topical,D11AH01; D11AH01,Topical calcineurin inhibitors; Topical calcineurin inhibitors,D11AH; D11AH,Dermatology
C324,Successful Management of Severe Psoriasis with Tacrolimus topical,case_report,case_report,MIXED,2020,779,Psoriasis,L40,Tacrolimus topical; Dupilumab,D11AH01; D11AH05,Topical calcineurin inhibitors; IL-4/IL-13 inhibitors,D11AH; D11AH,Dermatology
C325,A Case of Psoriasis Resistant to Cyclosporine,case_report,case_report,EN,2021,1454,Psoriasis,L40,Cyclosporine; Dupilumab,L04AD01; D11AH05,Calcineurin inhibitors; IL-4/IL-13 inhibitors,L04AD; D11AH,Dermatology
C326,Treatment Intensification in Psoriasis: When and How,article,research_paper,EN,2022,2054,Psoriasis,L40,Tacrolimus topical; Dupilumab,D11AH01; D11AH05,Topical calcineurin inhibitors; IL-4/IL-13 inhibitors,D11AH; D11AH,Dermatology
C327,Biomarkers in Psoriasis: Implications for IL-4/IL-13 inhibitors Therapy,article,research_paper,EN,2021,1742,Psoriasis,L40,Dupilumab; Tacrolimus topical,D11AH05; D11AH01,IL-4/IL-13 inhibitors; Topical calcineurin inhibitors,D11AH; D11AH,Dermatology
C328,Monitoring Parameters for IL-4/IL-13 inhibitors in Psoriasis,clinical_summary,hospital_protocol,EN,2024,605,Psoriasis,L40,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Dermatology
C329,"Cyclosporine: Pharmacology, Dosing, and Clinical Use in Psoriasis",drug_profile,drug_database,EN,2023,651,Psoriasis,L40,Cyclosporine; Dupilumab,L04AD01; D11AH05,Calcineurin inhibitors; IL-4/IL-13 inhibitors,L04AD; D11AH,Dermatology
C330,New Insights into Psoriasis Pathophysiology and Treatment,article,journal,EN,2023,1221,Psoriasis,L40,Cyclosporine; Dupilumab,L04AD01; D11AH05,Calcineurin inhibitors; IL-4/IL-13 inhibitors,L04AD; D11AH,Dermatology
C331,Profil Keamanan Tacrolimus topical pada Psoriasis,article,journal,ID,2022,1405,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology
C332,Psoriasis in elderly patients: Special Considerations,article,journal,EN,2022,2088,Psoriasis,L40,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Dermatology
C333,WHO Guideline Update: Psoriasis 2023,guideline,professional_society,EN,2023,1028,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology
C334,Panduan Praktis: Memulai Tacrolimus topical pada Psoriasis,clinical_summary,clinical_practice,ID,2021,358,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology
C335,WHO Guideline Update: Psoriasis 2025,guideline,who,EN,2025,1092,Psoriasis,L40,Cyclosporine; Dupilumab,L04AD01; D11AH05,Calcineurin inhibitors; IL-4/IL-13 inhibitors,L04AD; D11AH,Dermatology
C336,A Case of Psoriasis Resistant to Cyclosporine,case_report,case_report,EN,2020,540,Psoriasis,L40,Cyclosporine; Cyclosporine,L04AD01; L04AD01,Calcineurin inhibitors; Calcineurin inhibitors,L04AD; L04AD,Dermatology
C337,New Insights into Psoriasis Pathophysiology and Treatment,article,journal,EN,2022,2254,Psoriasis,L40,Tacrolimus topical; Dupilumab,D11AH01; D11AH05,Topical calcineurin inhibitors; IL-4/IL-13 inhibitors,D11AH; D11AH,Dermatology
C338,Laporan Kasus: Psoriasis dengan anaemia,case_report,case_report,ID,2022,1203,Psoriasis,L40,Tacrolimus topical; Cyclosporine,D11AH01; L04AD01,Topical calcineurin inhibitors; Calcineurin inhibitors,D11AH; L04AD,Dermatology
C339,Quick Reference: Calcineurin inhibitors Dosing in Psoriasis,clinical_summary,clinical_practice,EN,2022,537,Psoriasis,L40,Cyclosporine,L04AD01,Calcineurin inhibitors,L04AD,Dermatology
C340,Switching Therapy in Psoriasis: A Step-by-Step Guide,clinical_summary,clinical_practice,EN,2020,348,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology
C341,Consensus Statement: Topical calcineurin inhibitors Use in Psoriasis,guideline,who,EN,2025,1983,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology
C342,Tacrolimus topical: Farmakologi dan Penggunaan Klinis pada Psoriasis,drug_profile,drug_database,ID,2024,684,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology
C343,Dose Adjustment of Dupilumab in Renal and Hepatic Impairment,clinical_summary,hospital_protocol,EN,2024,386,Psoriasis,L40,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Dermatology
C344,Safety Profile of Dupilumab in Psoriasis,article,journal,EN,2021,1537,Psoriasis,L40,Dupilumab; Cyclosporine,D11AH05; L04AD01,IL-4/IL-13 inhibitors; Calcineurin inhibitors,D11AH; L04AD,Dermatology
C345,Dosis Topical calcineurin inhibitors pada Psoriasis: Referensi Cepat,clinical_summary,clinical_practice,ID,2021,499,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology
