query_id,content_id,session_id,impression_id,doctor_id,timestamp,last_timestamp_served,inferred_rank,impression_count,impressed,query_text,query_language,query_intent,query_intent_top_level,query_intent_subtype,query_intent_label_confidence,query_intent_label_source,query_disease,query_icd10_code,query_molecule,query_atc_code,query_drug_class,query_atc_class,query_therapeutic_area,query_age_group,query_pregnancy_status,query_year,query_recency_flag,query_dose_context_flag,query_route,query_renal_function_group,query_hepatic_impairment_flag,query_comparison_flag,query_negation_flag,query_prior_treatment_failure_flag,content_title,content_language,content_type,content_source_type,content_publication_year,content_word_count,content_disease,content_icd10_code,content_molecule,content_atc_code,content_drug_class,content_atc_class,content_therapeutic_area,behavioral_event_count,first_event_timestamp,last_event_timestamp,clicked,scroll_deep,return_visit,save_bookmark,dwell_time,max_event_dwell_seconds,has_engagement,relevance_grade,conservative_relevance_grade,event_hierarchy_relevance_grade,relevance_evidence,relevance_grade_description,observed_positive,meaningful_positive,strong_positive,relevance_label_scheme,relevance_label_source
Q021,C218,SE0569,IMP3558,D036,2025-01-16 23:38:11,2025-01-16 23:38:11,1,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Profil Keamanan Colchicine pada Psoriatic Arthritis,ID,article,research_paper,2021,2069,Psoriatic Arthritis,M07,Colchicine,M04AC01,Gout preparations,M04AC,Rheumatology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q021,C298,SE0569,IMP3559,D036,2025-01-16 23:38:12,2025-01-16 23:38:12,2,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Clinical Practice Guideline: Stunting / Malnutrition Management 2020,EN,guideline,who,2020,1431,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q021,C086,SE0569,IMP3560,D036,2025-01-16 23:38:14,2025-01-16 23:38:14,3,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Risk Stratification in Migraine: Current Approaches,EN,article,journal,2025,1352,Migraine,G43,Topiramate; Topiramate,N03AX11; N03AX11,Antiepileptics other; Antiepileptics other,N03AX; N03AX,Neurology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q021,C225,SE0569,IMP3561,D036,2025-01-16 23:38:14,2025-01-16 23:38:14,4,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Treatment Intensification in Gout: When and How,MIXED,article,research_paper,2021,1250,Gout,M10,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Rheumatology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q021,C116,SE0569,IMP3562,D036,2025-01-16 23:38:20,2025-01-16 23:38:20,5,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment,EN,clinical_summary,clinical_practice,2022,735,COPD,J44,Salmeterol,R03AC12,Long-acting beta2-agonists,R03AC,Pulmonology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q021,C214,SE0569,IMP3563,D036,2025-01-16 23:38:23,2025-01-16 23:38:23,6,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Adalimumab versus Adalimumab in Gout: Head-to-Head Comparison,EN,article,journal,2024,1181,Gout,M10,Adalimumab,L04AB04,TNF inhibitors,L04AB,Rheumatology,1,2025-01-16 23:38:40,2025-01-16 23:38:40,False,False,True,False,170,170,True,3,3,3,return_visit,strong positive engagement,True,True,True,primary_median_dwell,behavioral_weak_supervision_v1
Q021,C049,SE0569,IMP3564,D036,2025-01-16 23:38:25,2025-01-16 23:38:25,7,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Safety Profile of Furosemide in Nephrotic Syndrome,EN,article,research_paper,2022,1729,Nephrotic Syndrome,N04,Furosemide; Furosemide,C03CA01; C03CA01,Loop diuretics; Loop diuretics,C03CA; C03CA,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q021,C053,SE0569,IMP3565,D036,2025-01-16 23:38:26,2025-01-16 23:38:26,8,1,True,dosis titrasi Tenofovir disoproxil Malaria toleransi pasien,MIXED,Dosing / Administration,Pharmacotherapy,Dosing / Administration,low,rule_with_model_disagreement,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,True,,,False,False,False,False,Furosemide in Nephrotic Syndrome: Real-World Outcomes,MIXED,article,journal,2025,2397,Nephrotic Syndrome,N04,Furosemide,C03CA01,Loop diuretics,C03CA,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q305,C265,SE0067,IMP3566,D067,2025-01-17 00:48:29,2025-01-17 00:48:29,1,1,True,when to start Diazepam in Febrile Seizure,EN,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,medium,rule_model_consensus,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,,,,False,False,,,False,False,False,False,"Magnesium: Mechanism, Indications, and Safety",EN,drug_profile,drug_database,2023,926,Preeclampsia,O14,Magnesium sulphate; Magnesium sulphate,A12CC02; A12CC02,Magnesium; Magnesium,A12CC; A12CC,Obstetrics,1,2025-01-17 00:49:11,2025-01-17 00:49:11,True,False,False,False,14,14,True,2,1,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q305,C250,SE0067,IMP3567,D067,2025-01-17 00:48:31,2025-01-17 00:48:31,2,1,True,when to start Diazepam in Febrile Seizure,EN,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,medium,rule_model_consensus,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,,,,False,False,,,False,False,False,False,Rivaroxaban pada Pasien Deep Vein Thrombosis: Studi Kohort,ID,article,research_paper,2022,2250,Deep Vein Thrombosis,I82,Rivaroxaban; Apixaban,B01AF01; B01AF02,Factor Xa inhibitors; Factor Xa inhibitors,B01AF; B01AF,Haematology,1,2025-01-17 00:52:51,2025-01-17 00:52:51,False,False,False,True,169,169,True,3,3,3,save_bookmark,strong positive engagement,True,True,True,primary_median_dwell,behavioral_weak_supervision_v1
Q305,C325,SE0067,IMP3568,D067,2025-01-17 00:48:35,2025-01-17 00:48:35,3,1,True,when to start Diazepam in Febrile Seizure,EN,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,medium,rule_model_consensus,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,,,,False,False,,,False,False,False,False,A Case of Psoriasis Resistant to Cyclosporine,EN,case_report,case_report,2021,1454,Psoriasis,L40,Cyclosporine; Dupilumab,L04AD01; D11AH05,Calcineurin inhibitors; IL-4/IL-13 inhibitors,L04AD; D11AH,Dermatology,1,2025-01-17 00:49:43,2025-01-17 00:49:43,False,True,False,False,135,135,True,2,2,2,deep_scroll,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q305,C061,SE0067,IMP3569,D067,2025-01-17 00:48:38,2025-01-17 00:48:38,4,1,True,when to start Diazepam in Febrile Seizure,EN,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,medium,rule_model_consensus,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,,,,False,False,,,False,False,False,False,Profil Keamanan Dapagliflozin pada Chronic Kidney Disease,ID,article,journal,2024,1460,Chronic Kidney Disease,N18,Dapagliflozin,A10BK01,SGLT2 inhibitors,A10BK,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q305,C034,SE0067,IMP3570,D067,2025-01-17 00:48:39,2025-01-17 00:48:39,5,1,True,when to start Diazepam in Febrile Seizure,EN,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,medium,rule_model_consensus,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,,,,False,False,,,False,False,False,False,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,MIXED,article,research_paper,2021,2413,Heart Failure,I50,Spironolactone,C03DA01,Aldosterone antagonists,C03DA,Cardiology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q305,C078,SE0067,IMP3571,D067,2025-01-17 00:48:41,2025-01-17 00:48:41,6,1,True,when to start Diazepam in Febrile Seizure,EN,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,medium,rule_model_consensus,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,,,,False,False,,,False,False,False,False,Drug Interactions: Levodopa-carbidopa in Parkinson Disease Patients,EN,clinical_summary,clinical_practice,2022,337,Parkinson Disease,G20,Levodopa-carbidopa; Valproate,N04BA02; N03AG01,Dopaminergic agents; Fatty acid derivatives,N04BA; N03AG,Neurology,1,2025-01-17 01:02:50,2025-01-17 01:02:50,False,True,False,False,215,215,True,3,3,2,high_dwell_deep_scroll,strong positive engagement,True,True,True,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C163,SE0274,IMP3572,D067,2025-01-17 01:07:24,2025-01-17 01:07:24,1,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,"Risperidone: Pharmacology, Dosing, and Clinical Use in Schizophrenia",EN,drug_profile,pharmacology_reference,2025,780,Schizophrenia,F20,Risperidone,N05AX08,Atypical antipsychotics,N05AX,Psychiatry,1,2025-01-17 01:08:00,2025-01-17 01:08:00,True,False,False,False,10,10,True,2,1,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C231,SE0274,IMP3573,D067,2025-01-17 01:07:26,2025-01-17 01:07:26,2,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,EN,clinical_summary,clinical_practice,2021,697,Deep Vein Thrombosis,I82,Apixaban,B01AF02,Factor Xa inhibitors,B01AF,Haematology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C281,SE0274,IMP3574,D067,2025-01-17 01:07:30,2025-01-17 01:07:30,3,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Stunting / Malnutrition in anaemia: Special Considerations,EN,article,journal,2025,2313,Stunting / Malnutrition,E43,Vitamin A; Vitamin A,A11CA01; A11CA01,Vitamin A; Vitamin A,A11CA; A11CA,Pediatrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C181,SE0274,IMP3575,D067,2025-01-17 01:07:31,2025-01-17 01:07:31,4,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Case Report: Atypical Presentation of Major Depressive Disorder,EN,case_report,case_report,2023,841,Major Depressive Disorder,F32,Sertraline,N06AB06,SSRIs,N06AB,Psychiatry,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C315,SE0274,IMP3576,D067,2025-01-17 01:07:34,2025-01-17 01:07:34,5,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Perbandingan Hydrocortisone dan Piperacillin-tazobactam pada Sepsis,ID,article,journal,2025,2221,Sepsis,A41,Hydrocortisone,H02AB09,Corticosteroids,H02AB,Critical Care,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C319,SE0274,IMP3577,D067,2025-01-17 01:07:36,2025-01-17 01:07:36,6,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Safety Profile of Meropenem in Sepsis,MIXED,article,research_paper,2020,1065,Sepsis,A41,Meropenem; Hydrocortisone,J01DH02; H02AB09,Carbapenems; Corticosteroids,J01DH; H02AB,Critical Care,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C292,SE0274,IMP3578,D067,2025-01-17 01:07:36,2025-01-17 01:07:36,7,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,"Benzodiazepines: Mechanism, Indications, and Safety",EN,drug_profile,pharmacology_reference,2024,422,Febrile Seizure,R56.0,Diazepam,N05BA01,Benzodiazepines,N05BA,Pediatrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C290,SE0274,IMP3579,D067,2025-01-17 01:07:37,2025-01-17 01:07:37,8,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Diazepam Real-World Evidence in Febrile Seizure: A Retrospective Study,EN,article,journal,2022,1804,Febrile Seizure,R56.0,Diazepam; Diazepam,N05BA01; N05BA01,Benzodiazepines; Benzodiazepines,N05BA; N05BA,Pediatrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C057,SE0274,IMP3580,D067,2025-01-17 01:07:39,2025-01-17 01:07:39,9,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Switching Therapy in Chronic Kidney Disease: A Step-by-Step Guide,EN,clinical_summary,hospital_protocol,2024,344,Chronic Kidney Disease,N18,Ramipril; Losartan,C09AA05; C09CA01,ACE inhibitors; ARBs,C09AA; C09CA,Nephrology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q364,C210,SE0274,IMP3581,D067,2025-01-17 01:07:40,2025-01-17 01:07:40,10,1,True,switch from Aspirin to Aspirin in Ischaemic Stroke,EN,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,low,rule_with_model_disagreement,Ischaemic Stroke,I63,Aspirin; Aspirin,B01AC06; B01AC06,Platelet aggregation inhibitors; Platelet aggregation inhibitors,B01AC; B01AC,Neurology,,,,False,False,,,False,False,False,False,Treatment Intensification in Systemic Lupus Erythematosus: When and How,EN,article,research_paper,2022,1073,Systemic Lupus Erythematosus,M32,Adalimumab,L04AB04,TNF inhibitors,L04AB,Rheumatology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q010,C334,SE0305,IMP3582,D118,2025-01-17 01:27:50,2025-01-17 01:27:50,1,1,True,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,Pharmacotherapy,Dosing / Administration,high,three_signal_consensus,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,,pregnancy_related,,False,True,,renal_impairment,False,False,False,False,Panduan Praktis: Memulai Tacrolimus topical pada Psoriasis,ID,clinical_summary,clinical_practice,2021,358,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q010,C028,SE0305,IMP3583,D118,2025-01-17 01:27:53,2025-01-17 01:27:53,2,1,True,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,Pharmacotherapy,Dosing / Administration,high,three_signal_consensus,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,,pregnancy_related,,False,True,,renal_impairment,False,False,False,False,Practical Guide: Initiating Losartan in Hypertension,MIXED,clinical_summary,clinical_practice,2024,557,Hypertension,I10,Losartan; Amlodipine,C09CA01; C08CA01,ARBs; Calcium channel blockers,C09CA; C08CA,Cardiology,1,2025-01-17 01:28:09,2025-01-17 01:28:09,True,False,False,False,50,50,True,2,2,1,meaningful_dwell_click,meaningful engagement,True,True,False,primary_median_dwell,behavioral_weak_supervision_v1
Q010,C189,SE0305,IMP3584,D118,2025-01-17 01:27:56,2025-01-17 01:27:56,3,1,True,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,Pharmacotherapy,Dosing / Administration,high,three_signal_consensus,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,,pregnancy_related,,False,True,,renal_impairment,False,False,False,False,Clinical Practice Guideline: Colorectal Cancer Management 2020,EN,guideline,professional_society,2020,2059,Colorectal Cancer,C18,Nivolumab,L01FF01,PD-1 inhibitors,L01FF,Oncology,1,2025-01-17 01:29:14,2025-01-17 01:29:14,True,False,False,False,0,0,True,1,1,1,short_dwell_click,weak engagement,True,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q010,C305,SE0305,IMP3585,D118,2025-01-17 01:27:57,2025-01-17 01:27:57,4,1,True,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,Pharmacotherapy,Dosing / Administration,high,three_signal_consensus,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,,pregnancy_related,,False,True,,renal_impairment,False,False,False,False,Hydrocortisone: Farmakologi dan Penggunaan Klinis pada Sepsis,ID,drug_profile,pharmacology_reference,2020,835,Sepsis,A41,Hydrocortisone; Norepinephrine,H02AB09; C01CA03,Corticosteroids; Adrenergic agonists,H02AB; C01CA,Critical Care,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q010,C283,SE0305,IMP3586,D118,2025-01-17 01:27:58,2025-01-17 01:27:58,5,1,True,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,Pharmacotherapy,Dosing / Administration,high,three_signal_consensus,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,,pregnancy_related,,False,True,,renal_impairment,False,False,False,False,Drug Interactions: Zinc in Stunting / Malnutrition Patients,EN,clinical_summary,clinical_practice,2023,487,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q010,C242,SE0305,IMP3587,D118,2025-01-17 01:28:00,2025-01-17 01:28:00,6,1,True,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,Pharmacotherapy,Dosing / Administration,high,three_signal_consensus,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,,pregnancy_related,,False,True,,renal_impairment,False,False,False,False,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients,MIXED,case_report,case_report,2020,1453,Deep Vein Thrombosis,I82,Warfarin,B01AA03,Vitamin K antagonists,B01AA,Haematology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q010,C164,SE0305,IMP3588,D118,2025-01-17 01:28:02,2025-01-17 01:28:02,7,1,True,renal dose adjustment Magnesium sulphate in Preeclampsia,EN,Dosing / Administration,Pharmacotherapy,Dosing / Administration,high,three_signal_consensus,Preeclampsia,O14,Magnesium sulphate,A12CC02,Magnesium,A12CC,Obstetrics,,pregnancy_related,,False,True,,renal_impairment,False,False,False,False,Clinical Summary: Major Depressive Disorder Management Update 2021,EN,clinical_summary,clinical_practice,2021,567,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q357,C246,SE0280,IMP3589,D065,2025-01-17 01:43:01,2025-01-17 01:43:01,1,1,True,Pembrolizumab long term outcomes Non-Small Cell Lung Cancer,EN,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,rule_model_consensus,Non-Small Cell Lung Cancer,C34,Pembrolizumab,L01FF02,PD-1 inhibitors,L01FF,Oncology,,,,False,False,,,False,False,False,False,Scoping Review: Emerging Therapies in Deep Vein Thrombosis 2024,EN,review,meta_analysis,2024,3820,Deep Vein Thrombosis,I82,Warfarin,B01AA03,Vitamin K antagonists,B01AA,Haematology,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q357,C319,SE0280,IMP3590,D065,2025-01-17 01:43:02,2025-01-17 01:43:02,2,1,True,Pembrolizumab long term outcomes Non-Small Cell Lung Cancer,EN,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,rule_model_consensus,Non-Small Cell Lung Cancer,C34,Pembrolizumab,L01FF02,PD-1 inhibitors,L01FF,Oncology,,,,False,False,,,False,False,False,False,Safety Profile of Meropenem in Sepsis,MIXED,article,research_paper,2020,1065,Sepsis,A41,Meropenem; Hydrocortisone,J01DH02; H02AB09,Carbapenems; Corticosteroids,J01DH; H02AB,Critical Care,0,,,False,False,False,False,0,0,False,0,0,0,exposed_no_observed_engagement,exposed without observed engagement,False,False,False,primary_median_dwell,behavioral_weak_supervision_v1
Q357,C143,SE0280,IMP3591,D065,2025-01-17 01:43:03,2025-01-17 01:43:03,3,1,True,Pembrolizumab long term outcomes Non-Small Cell Lung Cancer,EN,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,rule_model_consensus,Non-Small Cell Lung Cancer,C34,Pembrolizumab,L01FF02,PD-1 inhibitors,L01FF,Oncology,,,,False,False,,,False,False,False,False,Consensus Statement: Proton pump inhibitors Use in Peptic Ulcer Disease,EN,guideline,ministry_of_health,2025,1994,Peptic Ulcer Disease,K27,Lansoprazole; Omeprazole,A02BC03; A02BC01,Proton pump inhibitors; Proton pump inhibitors,A02BC; A02BC,Gastroenterology,1,2025-01-17 01:47:46,2025-01-17 01:47:46,False,False,False,True,56,56,True,3,3,3,save_bookmark,strong positive engagement,True,True,True,primary_median_dwell,behavioral_weak_supervision_v1
